assetId,assetTypeCode
1700001,SVR
1700002,SVR
1700003,SVR
1700004,SVR
1700005,SVR
1700006,SVR
1700007,SVR
1700008,SVR
1700009,SVR
1700010,SVR
1700011,SVR
1700012,SVR
1700013,SVR
1700014,SVR
1700015,SVR
1700016,SVR
1700017,SVR
1700018,SVR
1700019,SVR
1700020,SVR
1700021,SVR
1700022,SVR
1700023,SVR
1700024,SVR
1700025,SVR
1700026,SVR
1700027,SVR
1700028,SVR
1700029,SVR
1700030,SVR
1700031,SVR
1700032,SVR
1700033,SVR
1700034,SVR
1700035,SVR
1700036,SVR
1700037,SVR
1700038,SVR
1700039,SVR
1700040,SVR
1700041,SVR
1700042,SVR
1700043,SVR
1700044,SVR
1700045,SVR
1700046,SVR
1700047,SVR
1700048,SVR
1700049,SVR
1700050,SVR
1700051,SVR
1700052,SVR
1700053,SVR
1700054,SVR
1700055,SVR
1700056,SVR
1700057,SVR
1700058,SVR
1700059,SVR
1700060,SVR
1700061,SVR
1700062,SVR
1700063,SVR
1700064,SVR
1700065,SVR
1700066,SVR
1700067,SVR
1700068,SVR
1700069,SVR
1700070,SVR
1700071,SVR
1700072,SVR
1700073,SVR
1700074,SVR
1700075,SVR
1700076,SVR
1700077,SVR
1700078,SVR
1700079,SVR
1700080,SVR
1700081,SVR
1700082,SVR
1700083,SVR
1700084,SVR
1700085,SVR
1700086,SVR
1700087,SVR
1700088,SVR
1700089,SVR
1700090,SVR
1700091,SVR
1700092,SVR
1700093,SVR
1700094,SVR
1700095,SVR
1700096,SVR
1700097,SVR
1700098,SVR
1700099,SVR
1700100,SVR
1700101,SVR
1700102,SVR
1700103,SVR
1700104,SVR
1700105,SVR
1700106,SVR
1700107,SVR
1700108,SVR
1700109,SVR
1700110,SVR
1700111,SVR
1700112,SVR
1700113,SVR
1700114,SVR
1700115,SVR
1700116,SVR
1700117,SVR
1700118,SVR
1700119,SVR
1700120,SVR
1700121,SVR
1700122,SVR
1700123,SVR
1700124,SVR
1700125,SVR
1700126,SVR
1700127,SVR
1700128,SVR
1700129,SVR
1700130,SVR
1700131,SVR
1700132,SVR
1700133,SVR
1700134,SVR
1700135,SVR
1700136,SVR
1700137,SVR
1700138,SVR
1700139,SVR
1700140,SVR
1700141,SVR
1700142,SVR
1700143,SVR
1700144,SVR
1700145,SVR
1700146,SVR
1700147,SVR
1700148,SVR
1700149,SVR
1700150,SVR
1700151,SVR
1700152,SVR
1700153,SVR
1700154,SVR
1700155,SVR
1700156,SVR
1700157,SVR
1700158,SVR
1700159,SVR
1700160,SVR
1700161,SVR
1700162,SVR
1700163,SVR
1700164,SVR
1700165,SVR
1700166,SVR
1700167,SVR
1700168,SVR
1700169,SVR
1700170,SVR
1700171,SVR
1700172,SVR
1700173,SVR
1700174,SVR
1700175,SVR
1700176,SVR
1700177,SVR
1700178,SVR
1700179,SVR
1700180,SVR
1700181,SVR
1700182,SVR
1700183,SVR
1700184,SVR
1700185,SVR
1700186,SVR
1700187,SVR
1700188,SVR
1700189,SVR
1700190,SVR
1700191,SVR
1700192,SVR
1700193,SVR
1700194,SVR
1700195,SVR
1700196,SVR
1700197,SVR
1700198,SVR
1700199,SVR
1700200,SVR
1700201,SVR
1700202,SVR
1700203,SVR
1700204,SVR
1700205,SVR
1700206,SVR
1700207,SVR
1700208,SVR
1700209,SVR
1700210,SVR
1700211,SVR
1700212,SVR
1700213,SVR
1700214,SVR
1700215,SVR
1700216,SVR
1700217,SVR
1700218,SVR
1700219,SVR
1700220,SVR
1700221,SVR
1700222,SVR
1700223,SVR
1700224,SVR
1700225,SVR
1700226,SVR
1700227,SVR
1700228,SVR
1700229,SVR
1700230,SVR
1700231,SVR
1700232,SVR
1700233,SVR
1700234,SVR
1700235,SVR
1700236,SVR
1700237,SVR
1700238,SVR
1700239,SVR
1700240,SVR
1700241,SVR
1700242,SVR
1700243,SVR
1700244,SVR
1700245,SVR
1700246,SVR
1700247,SVR
1700248,SVR
1700249,SVR
1700250,SVR
1700251,SVR
1700252,SVR
1700253,SVR
1700254,SVR
1700255,SVR
1700256,SVR
1700257,SVR
1700258,SVR
1700259,SVR
1700260,SVR
1700261,SVR
1700262,SVR
1700263,SVR
1700264,SVR
1700265,SVR
1700266,SVR
1700267,SVR
1700268,SVR
1700269,SVR
1700270,SVR
1700271,SVR
1700272,SVR
1700273,SVR
1700274,SVR
1700275,SVR
1700276,SVR
1700277,SVR
1700278,SVR
1700279,SVR
1700280,SVR
1700281,SVR
1700282,SVR
1700283,SVR
1700284,SVR
1700285,SVR
1700286,SVR
1700287,SVR
1700288,SVR
1700289,SVR
1700290,SVR
1700291,SVR
1700292,SVR
1700293,SVR
1700294,SVR
1700295,SVR
1700296,SVR
1700297,SVR
1700298,SVR
1700299,SVR
1700300,SVR
1700301,SVR
1700302,SVR
1700303,SVR
1700304,SVR
1700305,SVR
1700306,SVR
1700307,SVR
1700308,SVR
1700309,SVR
1700310,SVR
1700311,SVR
1700312,SVR
1700313,SVR
1700314,SVR
1700315,SVR
1700316,SVR
1700317,SVR
1700318,SVR
1700319,SVR
1700320,SVR
1700321,SVR
1700322,SVR
1700323,SVR
1700324,SVR
1700325,SVR
1700326,SVR
1700327,SVR
1700328,SVR
1700329,SVR
1700330,SVR
1700331,SVR
1700332,SVR
1700333,SVR
1700334,SVR
1700335,SVR
1700336,SVR
1700337,SVR
1700338,SVR
1700339,SVR
1700340,SVR
1700341,SVR
1700342,SVR
1700343,SVR
1700344,SVR
1700345,SVR
1700346,SVR
1700347,SVR
1700348,SVR
1700349,SVR
1700350,SVR
1700351,SVR
1700352,SVR
1700353,SVR
1700354,SVR
1700355,SVR
1700356,SVR
1700357,SVR
1700358,SVR
1700359,SVR
1700360,SVR
1700361,SVR
1700362,SVR
1700363,SVR
1700364,SVR
1700365,SVR
1700366,SVR
1700367,SVR
1700368,SVR
1700369,SVR
1700370,SVR
1700371,SVR
1700372,SVR
1700373,SVR
1700374,SVR
1700375,SVR
