assetId,assetTypeCode
2500001,SVR
2500002,SVR
2500003,SVR
2500004,SVR
2500005,SVR
2500006,SVR
2500007,SVR
2500008,SVR
2500009,SVR
2500010,SVR
2500011,SVR
2500012,SVR
2500013,SVR
2500014,SVR
2500015,SVR
2500016,SVR
2500017,SVR
2500018,SVR
2500019,SVR
2500020,SVR
2500021,SVR
2500022,SVR
2500023,SVR
2500024,SVR
2500025,SVR
2500026,SVR
2500027,SVR
2500028,SVR
2500029,SVR
2500030,SVR
2500031,SVR
2500032,SVR
2500033,SVR
2500034,SVR
2500035,SVR
2500036,SVR
2500037,SVR
2500038,SVR
2500039,SVR
2500040,SVR
2500041,SVR
2500042,SVR
2500043,SVR
2500044,SVR
2500045,SVR
2500046,SVR
2500047,SVR
2500048,SVR
2500049,SVR
2500050,SVR
2500051,SVR
2500052,SVR
2500053,SVR
2500054,SVR
2500055,SVR
2500056,SVR
2500057,SVR
2500058,SVR
2500059,SVR
2500060,SVR
2500061,SVR
2500062,SVR
2500063,SVR
2500064,SVR
2500065,SVR
2500066,SVR
2500067,SVR
2500068,SVR
2500069,SVR
2500070,SVR
2500071,SVR
2500072,SVR
2500073,SVR
2500074,SVR
2500075,SVR
2500076,SVR
2500077,SVR
2500078,SVR
2500079,SVR
2500080,SVR
2500081,SVR
2500082,SVR
2500083,SVR
2500084,SVR
2500085,SVR
2500086,SVR
2500087,SVR
2500088,SVR
2500089,SVR
2500090,SVR
2500091,SVR
2500092,SVR
2500093,SVR
2500094,SVR
2500095,SVR
2500096,SVR
2500097,SVR
2500098,SVR
2500099,SVR
2500100,SVR
2500101,SVR
2500102,SVR
2500103,SVR
2500104,SVR
2500105,SVR
2500106,SVR
2500107,SVR
2500108,SVR
2500109,SVR
2500110,SVR
2500111,SVR
2500112,SVR
2500113,SVR
2500114,SVR
2500115,SVR
2500116,SVR
2500117,SVR
2500118,SVR
2500119,SVR
2500120,SVR
2500121,SVR
2500122,SVR
2500123,SVR
2500124,SVR
2500125,SVR
2500126,SVR
2500127,SVR
2500128,SVR
2500129,SVR
2500130,SVR
2500131,SVR
2500132,SVR
2500133,SVR
2500134,SVR
2500135,SVR
2500136,SVR
2500137,SVR
2500138,SVR
2500139,SVR
2500140,SVR
