assetId,assetTypeCode
100001,SVR
100002,SVR
100003,SVR
100004,SVR
100005,SVR
100006,SVR
100007,SVR
100008,SVR
100009,SVR
100010,SVR
100011,SVR
100012,SVR
100013,SVR
100014,SVR
100015,SVR
100016,SVR
100017,SVR
100018,SVR
100019,SVR
100020,SVR
100021,SVR
100022,SVR
100023,SVR
100024,SVR
100025,SVR
100026,SVR
100027,SVR
100028,SVR
100029,SVR
100030,SVR
100031,SVR
100032,SVR
100033,SVR
100034,SVR
100035,SVR
100036,SVR
100037,SVR
100038,SVR
100039,SVR
100040,SVR
100041,SVR
100042,SVR
100043,SVR
100044,SVR
100045,SVR
100046,SVR
100047,SVR
100048,SVR
100049,SVR
100050,SVR
100051,SVR
100052,SVR
100053,SVR
100054,SVR
100055,SVR
100056,SVR
100057,SVR
100058,SVR
100059,SVR
100060,SVR
100061,SVR
100062,SVR
100063,SVR
100064,SVR
100065,SVR
100066,SVR
100067,SVR
100068,SVR
100069,SVR
100070,SVR
100071,SVR
100072,SVR
100073,SVR
100074,SVR
100075,SVR
100076,SVR
100077,SVR
100078,SVR
100079,SVR
100080,SVR
100081,SVR
100082,SVR
100083,SVR
100084,SVR
100085,SVR
100086,SVR
100087,SVR
100088,SVR
100089,SVR
100090,SVR
100091,SVR
100092,SVR
100093,SVR
100094,SVR
100095,SVR
100096,SVR
100097,SVR
100098,SVR
100099,SVR
100100,SVR
100101,SVR
100102,SVR
100103,SVR
100104,SVR
100105,SVR
100106,SVR
100107,SVR
100108,SVR
100109,SVR
100110,SVR
100111,SVR
100112,SVR
100113,SVR
100114,SVR
100115,SVR
100116,SVR
100117,SVR
100118,SVR
100119,SVR
100120,SVR
100121,SVR
100122,SVR
100123,SVR
100124,SVR
100125,SVR
100126,SVR
100127,SVR
100128,SVR
100129,SVR
100130,SVR
100131,SVR
100132,SVR
100133,SVR
100134,SVR
100135,SVR
100136,SVR
100137,SVR
100138,SVR
100139,SVR
100140,SVR
100141,SVR
100142,SVR
100143,SVR
100144,SVR
100145,SVR
100146,SVR
100147,SVR
100148,SVR
100149,SVR
100150,SVR
100151,SVR
100152,SVR
100153,SVR
100154,SVR
100155,SVR
100156,SVR
100157,SVR
100158,SVR
100159,SVR
100160,SVR
100161,SVR
100162,SVR
100163,SVR
100164,SVR
100165,SVR
100166,SVR
100167,SVR
100168,SVR
100169,SVR
100170,SVR
100171,SVR
100172,SVR
100173,SVR
100174,SVR
100175,SVR
100176,SVR
100177,SVR
100178,SVR
100179,SVR
100180,SVR
100181,SVR
100182,SVR
100183,SVR
100184,SVR
100185,SVR
100186,SVR
100187,SVR
100188,SVR
100189,SVR
100190,SVR
100191,SVR
100192,SVR
100193,SVR
100194,SVR
100195,SVR
100196,SVR
100197,SVR
100198,SVR
100199,SVR
100200,SVR
100201,SVR
100202,SVR
100203,SVR
100204,SVR
100205,SVR
100206,SVR
100207,SVR
100208,SVR
100209,SVR
100210,SVR
100211,SVR
100212,SVR
100213,SVR
100214,SVR
100215,SVR
100216,SVR
100217,SVR
100218,SVR
100219,SVR
100220,SVR
100221,SVR
100222,SVR
100223,SVR
100224,SVR
100225,SVR
100226,SVR
100227,SVR
100228,SVR
100229,SVR
100230,SVR
100231,SVR
100232,SVR
100233,SVR
100234,SVR
100235,SVR
100236,SVR
100237,SVR
100238,SVR
100239,SVR
100240,SVR
100241,SVR
100242,SVR
100243,SVR
100244,SVR
100245,SVR
100246,SVR
100247,SVR
100248,SVR
100249,SVR
100250,SVR
100251,SVR
100252,SVR
100253,SVR
100254,SVR
100255,SVR
100256,SVR
100257,SVR
100258,SVR
100259,SVR
100260,SVR
100261,SVR
100262,SVR
100263,SVR
100264,SVR
100265,SVR
100266,SVR
100267,SVR
100268,SVR
100269,SVR
100270,SVR
100271,SVR
100272,SVR
100273,SVR
100274,SVR
100275,SVR
100276,SVR
100277,SVR
100278,SVR
100279,SVR
100280,SVR
100281,SVR
100282,SVR
100283,SVR
100284,SVR
100285,SVR
100286,SVR
100287,SVR
100288,SVR
100289,SVR
100290,SVR
100291,SVR
100292,SVR
100293,SVR
100294,SVR
100295,SVR
100296,SVR
100297,SVR
100298,SVR
100299,SVR
100300,SVR
100301,SVR
100302,SVR
100303,SVR
100304,SVR
100305,SVR
100306,SVR
100307,SVR
100308,SVR
100309,SVR
100310,SVR
100311,SVR
100312,SVR
100313,SVR
100314,SVR
100315,SVR
100316,SVR
100317,SVR
100318,SVR
100319,SVR
100320,SVR
100321,SVR
100322,SVR
100323,SVR
100324,SVR
100325,SVR
100326,SVR
100327,SVR
100328,SVR
100329,SVR
100330,SVR
100331,SVR
100332,SVR
100333,SVR
100334,SVR
100335,SVR
100336,SVR
100337,SVR
100338,SVR
100339,SVR
100340,SVR
100341,SVR
100342,SVR
100343,SVR
100344,SVR
100345,SVR
100346,SVR
100347,SVR
100348,SVR
100349,SVR
100350,SVR
100351,SVR
100352,SVR
100353,SVR
100354,SVR
100355,SVR
100356,SVR
100357,SVR
100358,SVR
100359,SVR
100360,SVR
100361,SVR
100362,SVR
100363,SVR
100364,SVR
100365,SVR
100366,SVR
100367,SVR
100368,SVR
100369,SVR
100370,SVR
100371,SVR
100372,SVR
100373,SVR
100374,SVR
100375,SVR
100376,SVR
100377,SVR
100378,SVR
100379,SVR
100380,SVR
100381,SVR
100382,SVR
100383,SVR
100384,SVR
100385,SVR
100386,SVR
100387,SVR
100388,SVR
100389,SVR
100390,SVR
100391,SVR
100392,SVR
100393,SVR
100394,SVR
100395,SVR
100396,SVR
100397,SVR
100398,SVR
100399,SVR
100400,SVR
100401,SVR
100402,SVR
100403,SVR
100404,SVR
100405,SVR
100406,SVR
100407,SVR
100408,SVR
100409,SVR
100410,SVR
100411,SVR
100412,SVR
100413,SVR
100414,SVR
100415,SVR
100416,SVR
100417,SVR
100418,SVR
100419,SVR
100420,SVR
100421,SVR
100422,SVR
100423,SVR
100424,SVR
100425,SVR
100426,SVR
100427,SVR
100428,SVR
100429,SVR
100430,SVR
100431,SVR
100432,SVR
100433,SVR
100434,SVR
100435,SVR
100436,SVR
100437,SVR
100438,SVR
100439,SVR
100440,SVR
100441,SVR
100442,SVR
100443,SVR
100444,SVR
100445,SVR
100446,SVR
100447,SVR
100448,SVR
100449,SVR
100450,SVR
100451,SVR
100452,SVR
100453,SVR
100454,SVR
100455,SVR
100456,SVR
100457,SVR
100458,SVR
100459,SVR
