assetId,assetTypeCode
3100001,SVR
3100002,SVR
3100003,SVR
3100004,SVR
3100005,SVR
3100006,SVR
3100007,SVR
3100008,SVR
3100009,SVR
3100010,SVR
3100011,SVR
3100012,SVR
3100013,SVR
3100014,SVR
3100015,SVR
3100016,SVR
3100017,SVR
3100018,SVR
3100019,SVR
3100020,SVR
3100021,SVR
3100022,SVR
3100023,SVR
3100024,SVR
3100025,SVR
3100026,SVR
3100027,SVR
3100028,SVR
3100029,SVR
3100030,SVR
3100031,SVR
3100032,SVR
3100033,SVR
3100034,SVR
3100035,SVR
3100036,SVR
3100037,SVR
3100038,SVR
3100039,SVR
3100040,SVR
3100041,SVR
3100042,SVR
3100043,SVR
3100044,SVR
3100045,SVR
3100046,SVR
3100047,SVR
3100048,SVR
3100049,SVR
3100050,SVR
3100051,SVR
3100052,SVR
3100053,SVR
3100054,SVR
3100055,SVR
3100056,SVR
3100057,SVR
3100058,SVR
3100059,SVR
3100060,SVR
3100061,SVR
3100062,SVR
3100063,SVR
3100064,SVR
3100065,SVR
3100066,SVR
3100067,SVR
3100068,SVR
3100069,SVR
3100070,SVR
3100071,SVR
3100072,SVR
3100073,SVR
3100074,SVR
3100075,SVR
3100076,SVR
3100077,SVR
3100078,SVR
3100079,SVR
3100080,SVR
3100081,SVR
3100082,SVR
3100083,SVR
3100084,SVR
3100085,SVR
3100086,SVR
3100087,SVR
3100088,SVR
3100089,SVR
3100090,SVR
3100091,SVR
3100092,SVR
3100093,SVR
3100094,SVR
3100095,SVR
3100096,SVR
3100097,SVR
3100098,SVR
3100099,SVR
3100100,SVR
3100101,SVR
3100102,SVR
3100103,SVR
3100104,SVR
3100105,SVR
3100106,SVR
3100107,SVR
3100108,SVR
3100109,SVR
3100110,SVR
3100111,SVR
3100112,SVR
3100113,SVR
3100114,SVR
3100115,SVR
3100116,SVR
3100117,SVR
3100118,SVR
3100119,SVR
3100120,SVR
3100121,SVR
3100122,SVR
3100123,SVR
3100124,SVR
3100125,SVR
3100126,SVR
3100127,SVR
3100128,SVR
3100129,SVR
3100130,SVR
3100131,SVR
3100132,SVR
3100133,SVR
3100134,SVR
3100135,SVR
3100136,SVR
3100137,SVR
3100138,SVR
3100139,SVR
3100140,SVR
3100141,SVR
3100142,SVR
3100143,SVR
3100144,SVR
3100145,SVR
3100146,SVR
3100147,SVR
