assetId,assetTypeCode
1300001,SVR
1300002,SVR
1300003,SVR
1300004,SVR
1300005,SVR
1300006,SVR
1300007,SVR
1300008,SVR
1300009,SVR
1300010,SVR
1300011,SVR
1300012,SVR
1300013,SVR
1300014,SVR
1300015,SVR
1300016,SVR
1300017,SVR
1300018,SVR
1300019,SVR
1300020,SVR
1300021,SVR
1300022,SVR
1300023,SVR
1300024,SVR
1300025,SVR
1300026,SVR
1300027,SVR
1300028,SVR
1300029,SVR
1300030,SVR
1300031,SVR
1300032,SVR
1300033,SVR
1300034,SVR
1300035,SVR
1300036,SVR
1300037,SVR
1300038,SVR
1300039,SVR
1300040,SVR
1300041,SVR
1300042,SVR
1300043,SVR
1300044,SVR
1300045,SVR
1300046,SVR
1300047,SVR
1300048,SVR
1300049,SVR
1300050,SVR
1300051,SVR
1300052,SVR
1300053,SVR
1300054,SVR
1300055,SVR
1300056,SVR
1300057,SVR
1300058,SVR
1300059,SVR
1300060,SVR
1300061,SVR
1300062,SVR
1300063,SVR
1300064,SVR
1300065,SVR
1300066,SVR
1300067,SVR
1300068,SVR
1300069,SVR
1300070,SVR
1300071,SVR
1300072,SVR
1300073,SVR
1300074,SVR
1300075,SVR
1300076,SVR
1300077,SVR
1300078,SVR
1300079,SVR
1300080,SVR
1300081,SVR
1300082,SVR
1300083,SVR
1300084,SVR
1300085,SVR
1300086,SVR
1300087,SVR
1300088,SVR
1300089,SVR
1300090,SVR
1300091,SVR
1300092,SVR
1300093,SVR
1300094,SVR
1300095,SVR
1300096,SVR
1300097,SVR
1300098,SVR
1300099,SVR
1300100,SVR
1300101,SVR
1300102,SVR
1300103,SVR
1300104,SVR
1300105,SVR
1300106,SVR
1300107,SVR
1300108,SVR
1300109,SVR
1300110,SVR
1300111,SVR
1300112,SVR
1300113,SVR
1300114,SVR
1300115,SVR
1300116,SVR
1300117,SVR
1300118,SVR
1300119,SVR
1300120,SVR
1300121,SVR
1300122,SVR
1300123,SVR
1300124,SVR
1300125,SVR
1300126,SVR
1300127,SVR
1300128,SVR
1300129,SVR
1300130,SVR
1300131,SVR
1300132,SVR
1300133,SVR
1300134,SVR
1300135,SVR
1300136,SVR
1300137,SVR
1300138,SVR
1300139,SVR
1300140,SVR
1300141,SVR
1300142,SVR
1300143,SVR
1300144,SVR
1300145,SVR
1300146,SVR
1300147,SVR
1300148,SVR
1300149,SVR
1300150,SVR
1300151,SVR
