assetId,assetTypeCode
900001,SVR
900002,SVR
900003,SVR
900004,SVR
900005,SVR
900006,SVR
900007,SVR
900008,SVR
900009,SVR
900010,SVR
900011,SVR
900012,SVR
900013,SVR
900014,SVR
900015,SVR
900016,SVR
900017,SVR
900018,SVR
900019,SVR
900020,SVR
900021,SVR
900022,SVR
900023,SVR
900024,SVR
900025,SVR
900026,SVR
900027,SVR
900028,SVR
900029,SVR
900030,SVR
900031,SVR
900032,SVR
900033,SVR
900034,SVR
900035,SVR
900036,SVR
900037,SVR
900038,SVR
900039,SVR
900040,SVR
900041,SVR
900042,SVR
900043,SVR
900044,SVR
900045,SVR
900046,SVR
900047,SVR
900048,SVR
900049,SVR
900050,SVR
900051,SVR
900052,SVR
900053,SVR
900054,SVR
900055,SVR
900056,SVR
900057,SVR
900058,SVR
900059,SVR
900060,SVR
900061,SVR
900062,SVR
900063,SVR
900064,SVR
900065,SVR
900066,SVR
900067,SVR
900068,SVR
900069,SVR
900070,SVR
900071,SVR
900072,SVR
900073,SVR
900074,SVR
900075,SVR
900076,SVR
900077,SVR
900078,SVR
900079,SVR
900080,SVR
900081,SVR
900082,SVR
900083,SVR
900084,SVR
900085,SVR
900086,SVR
900087,SVR
900088,SVR
900089,SVR
900090,SVR
900091,SVR
900092,SVR
900093,SVR
900094,SVR
900095,SVR
900096,SVR
900097,SVR
900098,SVR
900099,SVR
900100,SVR
900101,SVR
900102,SVR
900103,SVR
900104,SVR
900105,SVR
900106,SVR
900107,SVR
900108,SVR
900109,SVR
900110,SVR
900111,SVR
900112,SVR
900113,SVR
900114,SVR
900115,SVR
900116,SVR
900117,SVR
900118,SVR
900119,SVR
900120,SVR
900121,SVR
900122,SVR
900123,SVR
900124,SVR
900125,SVR
900126,SVR
900127,SVR
900128,SVR
900129,SVR
900130,SVR
900131,SVR
900132,SVR
900133,SVR
900134,SVR
900135,SVR
900136,SVR
900137,SVR
900138,SVR
900139,SVR
900140,SVR
900141,SVR
900142,SVR
900143,SVR
900144,SVR
900145,SVR
900146,SVR
900147,SVR
900148,SVR
900149,SVR
900150,SVR
900151,SVR
900152,SVR
900153,SVR
900154,SVR
900155,SVR
900156,SVR
900157,SVR
900158,SVR
900159,SVR
900160,SVR
900161,SVR
900162,SVR
900163,SVR
900164,SVR
900165,SVR
900166,SVR
900167,SVR
900168,SVR
900169,SVR
900170,SVR
900171,SVR
900172,SVR
900173,SVR
900174,SVR
900175,SVR
900176,SVR
900177,SVR
900178,SVR
900179,SVR
900180,SVR
900181,SVR
900182,SVR
900183,SVR
900184,SVR
900185,SVR
900186,SVR
900187,SVR
900188,SVR
900189,SVR
900190,SVR
900191,SVR
900192,SVR
900193,SVR
900194,SVR
900195,SVR
900196,SVR
900197,SVR
900198,SVR
900199,SVR
900200,SVR
900201,SVR
900202,SVR
900203,SVR
900204,SVR
900205,SVR
900206,SVR
900207,SVR
900208,SVR
900209,SVR
900210,SVR
900211,SVR
900212,SVR
900213,SVR
900214,SVR
900215,SVR
900216,SVR
900217,SVR
900218,SVR
900219,SVR
900220,SVR
900221,SVR
900222,SVR
900223,SVR
900224,SVR
900225,SVR
900226,SVR
900227,SVR
900228,SVR
900229,SVR
900230,SVR
900231,SVR
900232,SVR
900233,SVR
900234,SVR
900235,SVR
900236,SVR
900237,SVR
900238,SVR
900239,SVR
900240,SVR
900241,SVR
900242,SVR
900243,SVR
900244,SVR
900245,SVR
900246,SVR
900247,SVR
900248,SVR
900249,SVR
900250,SVR
900251,SVR
900252,SVR
900253,SVR
900254,SVR
900255,SVR
900256,SVR
900257,SVR
900258,SVR
900259,SVR
900260,SVR
900261,SVR
900262,SVR
900263,SVR
900264,SVR
900265,SVR
900266,SVR
900267,SVR
900268,SVR
900269,SVR
900270,SVR
900271,SVR
900272,SVR
900273,SVR
900274,SVR
900275,SVR
900276,SVR
900277,SVR
900278,SVR
900279,SVR
900280,SVR
900281,SVR
900282,SVR
900283,SVR
900284,SVR
900285,SVR
900286,SVR
900287,SVR
900288,SVR
900289,SVR
900290,SVR
900291,SVR
900292,SVR
900293,SVR
900294,SVR
900295,SVR
900296,SVR
900297,SVR
900298,SVR
900299,SVR
900300,SVR
900301,SVR
900302,SVR
900303,SVR
900304,SVR
900305,SVR
900306,SVR
900307,SVR
900308,SVR
900309,SVR
900310,SVR
900311,SVR
900312,SVR
900313,SVR
900314,SVR
900315,SVR
900316,SVR
900317,SVR
900318,SVR
900319,SVR
900320,SVR
900321,SVR
900322,SVR
900323,SVR
900324,SVR
900325,SVR
900326,SVR
900327,SVR
900328,SVR
900329,SVR
900330,SVR
900331,SVR
900332,SVR
900333,SVR
900334,SVR
900335,SVR
900336,SVR
900337,SVR
900338,SVR
900339,SVR
900340,SVR
900341,SVR
900342,SVR
900343,SVR
900344,SVR
900345,SVR
900346,SVR
900347,SVR
900348,SVR
900349,SVR
900350,SVR
900351,SVR
900352,SVR
900353,SVR
900354,SVR
900355,SVR
900356,SVR
900357,SVR
900358,SVR
900359,SVR
900360,SVR
900361,SVR
900362,SVR
900363,SVR
900364,SVR
900365,SVR
900366,SVR
900367,SVR
900368,SVR
900369,SVR
900370,SVR
900371,SVR
900372,SVR
900373,SVR
900374,SVR
900375,SVR
900376,SVR
900377,SVR
900378,SVR
900379,SVR
900380,SVR
900381,SVR
900382,SVR
900383,SVR
900384,SVR
900385,SVR
900386,SVR
900387,SVR
900388,SVR
900389,SVR
900390,SVR
900391,SVR
900392,SVR
900393,SVR
900394,SVR
900395,SVR
900396,SVR
900397,SVR
900398,SVR
900399,SVR
900400,SVR
900401,SVR
900402,SVR
900403,SVR
900404,SVR
900405,SVR
900406,SVR
900407,SVR
900408,SVR
900409,SVR
900410,SVR
900411,SVR
900412,SVR
900413,SVR
900414,SVR
900415,SVR
900416,SVR
900417,SVR
900418,SVR
900419,SVR
900420,SVR
900421,SVR
900422,SVR
