assetId,assetTypeCode
600001,SVR
600002,SVR
600003,SVR
600004,SVR
600005,SVR
600006,SVR
600007,SVR
600008,SVR
600009,SVR
600010,SVR
600011,SVR
600012,SVR
600013,SVR
600014,SVR
600015,SVR
600016,SVR
600017,SVR
600018,SVR
600019,SVR
600020,SVR
600021,SVR
600022,SVR
600023,SVR
600024,SVR
600025,SVR
600026,SVR
600027,SVR
600028,SVR
600029,SVR
600030,SVR
600031,SVR
600032,SVR
600033,SVR
600034,SVR
600035,SVR
600036,SVR
600037,SVR
600038,SVR
600039,SVR
600040,SVR
600041,SVR
600042,SVR
600043,SVR
600044,SVR
600045,SVR
600046,SVR
600047,SVR
600048,SVR
600049,SVR
600050,SVR
600051,SVR
600052,SVR
600053,SVR
600054,SVR
600055,SVR
600056,SVR
600057,SVR
600058,SVR
600059,SVR
600060,SVR
600061,SVR
600062,SVR
600063,SVR
600064,SVR
600065,SVR
600066,SVR
600067,SVR
600068,SVR
600069,SVR
600070,SVR
600071,SVR
600072,SVR
600073,SVR
600074,SVR
600075,SVR
600076,SVR
600077,SVR
600078,SVR
600079,SVR
600080,SVR
600081,SVR
600082,SVR
600083,SVR
600084,SVR
600085,SVR
600086,SVR
600087,SVR
600088,SVR
600089,SVR
600090,SVR
600091,SVR
600092,SVR
600093,SVR
600094,SVR
600095,SVR
600096,SVR
600097,SVR
600098,SVR
600099,SVR
600100,SVR
600101,SVR
600102,SVR
600103,SVR
600104,SVR
600105,SVR
600106,SVR
600107,SVR
600108,SVR
600109,SVR
600110,SVR
600111,SVR
600112,SVR
600113,SVR
600114,SVR
600115,SVR
600116,SVR
600117,SVR
600118,SVR
600119,SVR
600120,SVR
600121,SVR
600122,SVR
600123,SVR
600124,SVR
600125,SVR
600126,SVR
600127,SVR
600128,SVR
600129,SVR
600130,SVR
600131,SVR
600132,SVR
600133,SVR
600134,SVR
600135,SVR
600136,SVR
600137,SVR
600138,SVR
600139,SVR
600140,SVR
600141,SVR
600142,SVR
600143,SVR
600144,SVR
600145,SVR
600146,SVR
600147,SVR
600148,SVR
600149,SVR
600150,SVR
600151,SVR
600152,SVR
600153,SVR
600154,SVR
600155,SVR
600156,SVR
600157,SVR
600158,SVR
600159,SVR
600160,SVR
600161,SVR
600162,SVR
600163,SVR
600164,SVR
600165,SVR
600166,SVR
600167,SVR
600168,SVR
600169,SVR
600170,SVR
600171,SVR
600172,SVR
600173,SVR
600174,SVR
600175,SVR
