assetId,assetTypeCode
2800001,SVR
2800002,SVR
2800003,SVR
2800004,SVR
2800005,SVR
2800006,SVR
2800007,SVR
2800008,SVR
2800009,SVR
2800010,SVR
2800011,SVR
2800012,SVR
2800013,SVR
2800014,SVR
2800015,SVR
2800016,SVR
2800017,SVR
2800018,SVR
2800019,SVR
2800020,SVR
2800021,SVR
2800022,SVR
2800023,SVR
2800024,SVR
2800025,SVR
2800026,SVR
2800027,SVR
2800028,SVR
2800029,SVR
2800030,SVR
2800031,SVR
2800032,SVR
2800033,SVR
2800034,SVR
2800035,SVR
2800036,SVR
2800037,SVR
2800038,SVR
2800039,SVR
2800040,SVR
2800041,SVR
2800042,SVR
2800043,SVR
2800044,SVR
2800045,SVR
2800046,SVR
2800047,SVR
2800048,SVR
2800049,SVR
2800050,SVR
2800051,SVR
2800052,SVR
2800053,SVR
2800054,SVR
2800055,SVR
2800056,SVR
2800057,SVR
2800058,SVR
2800059,SVR
2800060,SVR
2800061,SVR
2800062,SVR
2800063,SVR
2800064,SVR
2800065,SVR
2800066,SVR
2800067,SVR
2800068,SVR
2800069,SVR
2800070,SVR
2800071,SVR
2800072,SVR
2800073,SVR
2800074,SVR
2800075,SVR
2800076,SVR
2800077,SVR
2800078,SVR
2800079,SVR
2800080,SVR
2800081,SVR
2800082,SVR
2800083,SVR
2800084,SVR
2800085,SVR
2800086,SVR
2800087,SVR
2800088,SVR
2800089,SVR
2800090,SVR
2800091,SVR
2800092,SVR
2800093,SVR
2800094,SVR
2800095,SVR
2800096,SVR
2800097,SVR
2800098,SVR
2800099,SVR
2800100,SVR
2800101,SVR
2800102,SVR
2800103,SVR
2800104,SVR
2800105,SVR
2800106,SVR
2800107,SVR
2800108,SVR
2800109,SVR
2800110,SVR
2800111,SVR
2800112,SVR
2800113,SVR
2800114,SVR
2800115,SVR
2800116,SVR
2800117,SVR
2800118,SVR
2800119,SVR
2800120,SVR
2800121,SVR
2800122,SVR
2800123,SVR
2800124,SVR
2800125,SVR
2800126,SVR
2800127,SVR
2800128,SVR
2800129,SVR
2800130,SVR
2800131,SVR
2800132,SVR
2800133,SVR
2800134,SVR
2800135,SVR
2800136,SVR
2800137,SVR
2800138,SVR
2800139,SVR
2800140,SVR
2800141,SVR
2800142,SVR
2800143,SVR
2800144,SVR
2800145,SVR
2800146,SVR
2800147,SVR
2800148,SVR
2800149,SVR
2800150,SVR
2800151,SVR
2800152,SVR
2800153,SVR
2800154,SVR
2800155,SVR
2800156,SVR
2800157,SVR
2800158,SVR
2800159,SVR
2800160,SVR
2800161,SVR
2800162,SVR
2800163,SVR
2800164,SVR
2800165,SVR
2800166,SVR
2800167,SVR
2800168,SVR
2800169,SVR
2800170,SVR
2800171,SVR
2800172,SVR
2800173,SVR
2800174,SVR
2800175,SVR
2800176,SVR
2800177,SVR
2800178,SVR
2800179,SVR
2800180,SVR
2800181,SVR
2800182,SVR
2800183,SVR
2800184,SVR
2800185,SVR
2800186,SVR
2800187,SVR
2800188,SVR
2800189,SVR
2800190,SVR
2800191,SVR
2800192,SVR
2800193,SVR
2800194,SVR
2800195,SVR
2800196,SVR
2800197,SVR
2800198,SVR
2800199,SVR
2800200,SVR
2800201,SVR
2800202,SVR
2800203,SVR
2800204,SVR
2800205,SVR
2800206,SVR
2800207,SVR
2800208,SVR
2800209,SVR
2800210,SVR
2800211,SVR
2800212,SVR
2800213,SVR
2800214,SVR
2800215,SVR
2800216,SVR
2800217,SVR
2800218,SVR
2800219,SVR
2800220,SVR
2800221,SVR
2800222,SVR
2800223,SVR
2800224,SVR
2800225,SVR
2800226,SVR
2800227,SVR
2800228,SVR
2800229,SVR
2800230,SVR
2800231,SVR
2800232,SVR
2800233,SVR
2800234,SVR
2800235,SVR
2800236,SVR
2800237,SVR
2800238,SVR
2800239,SVR
2800240,SVR
2800241,SVR
2800242,SVR
2800243,SVR
2800244,SVR
2800245,SVR
2800246,SVR
2800247,SVR
2800248,SVR
2800249,SVR
2800250,SVR
2800251,SVR
2800252,SVR
2800253,SVR
2800254,SVR
2800255,SVR
2800256,SVR
2800257,SVR
2800258,SVR
2800259,SVR
2800260,SVR
2800261,SVR
2800262,SVR
2800263,SVR
2800264,SVR
2800265,SVR
2800266,SVR
2800267,SVR
2800268,SVR
2800269,SVR
2800270,SVR
