assetId,assetTypeCode
2200001,SVR
2200002,SVR
2200003,SVR
2200004,SVR
2200005,SVR
2200006,SVR
2200007,SVR
2200008,SVR
2200009,SVR
2200010,SVR
2200011,SVR
2200012,SVR
2200013,SVR
2200014,SVR
2200015,SVR
2200016,SVR
2200017,SVR
2200018,SVR
2200019,SVR
2200020,SVR
2200021,SVR
2200022,SVR
2200023,SVR
2200024,SVR
2200025,SVR
2200026,SVR
2200027,SVR
2200028,SVR
2200029,SVR
2200030,SVR
2200031,SVR
2200032,SVR
2200033,SVR
2200034,SVR
2200035,SVR
2200036,SVR
2200037,SVR
2200038,SVR
2200039,SVR
2200040,SVR
2200041,SVR
2200042,SVR
2200043,SVR
2200044,SVR
2200045,SVR
2200046,SVR
2200047,SVR
2200048,SVR
2200049,SVR
2200050,SVR
2200051,SVR
2200052,SVR
2200053,SVR
2200054,SVR
2200055,SVR
2200056,SVR
2200057,SVR
2200058,SVR
2200059,SVR
2200060,SVR
2200061,SVR
2200062,SVR
2200063,SVR
2200064,SVR
2200065,SVR
2200066,SVR
2200067,SVR
2200068,SVR
2200069,SVR
2200070,SVR
2200071,SVR
2200072,SVR
2200073,SVR
2200074,SVR
2200075,SVR
2200076,SVR
2200077,SVR
2200078,SVR
2200079,SVR
2200080,SVR
2200081,SVR
2200082,SVR
2200083,SVR
2200084,SVR
2200085,SVR
2200086,SVR
2200087,SVR
2200088,SVR
2200089,SVR
2200090,SVR
2200091,SVR
2200092,SVR
2200093,SVR
2200094,SVR
2200095,SVR
2200096,SVR
2200097,SVR
2200098,SVR
2200099,SVR
2200100,SVR
2200101,SVR
2200102,SVR
2200103,SVR
2200104,SVR
2200105,SVR
2200106,SVR
2200107,SVR
2200108,SVR
2200109,SVR
2200110,SVR
2200111,SVR
2200112,SVR
2200113,SVR
2200114,SVR
2200115,SVR
2200116,SVR
2200117,SVR
2200118,SVR
2200119,SVR
2200120,SVR
2200121,SVR
2200122,SVR
2200123,SVR
2200124,SVR
2200125,SVR
2200126,SVR
2200127,SVR
2200128,SVR
2200129,SVR
2200130,SVR
2200131,SVR
2200132,SVR
2200133,SVR
2200134,SVR
2200135,SVR
2200136,SVR
2200137,SVR
2200138,SVR
2200139,SVR
2200140,SVR
2200141,SVR
2200142,SVR
2200143,SVR
2200144,SVR
2200145,SVR
2200146,SVR
2200147,SVR
2200148,SVR
2200149,SVR
2200150,SVR
2200151,SVR
2200152,SVR
2200153,SVR
2200154,SVR
2200155,SVR
2200156,SVR
2200157,SVR
2200158,SVR
2200159,SVR
2200160,SVR
2200161,SVR
2200162,SVR
2200163,SVR
2200164,SVR
2200165,SVR
2200166,SVR
2200167,SVR
2200168,SVR
2200169,SVR
2200170,SVR
2200171,SVR
2200172,SVR
2200173,SVR
2200174,SVR
2200175,SVR
2200176,SVR
2200177,SVR
2200178,SVR
2200179,SVR
2200180,SVR
2200181,SVR
2200182,SVR
2200183,SVR
2200184,SVR
2200185,SVR
2200186,SVR
2200187,SVR
2200188,SVR
2200189,SVR
2200190,SVR
2200191,SVR
2200192,SVR
2200193,SVR
2200194,SVR
2200195,SVR
2200196,SVR
2200197,SVR
2200198,SVR
2200199,SVR
2200200,SVR
2200201,SVR
2200202,SVR
2200203,SVR
2200204,SVR
2200205,SVR
2200206,SVR
2200207,SVR
2200208,SVR
2200209,SVR
2200210,SVR
2200211,SVR
2200212,SVR
2200213,SVR
2200214,SVR
2200215,SVR
2200216,SVR
2200217,SVR
2200218,SVR
2200219,SVR
2200220,SVR
2200221,SVR
2200222,SVR
2200223,SVR
2200224,SVR
2200225,SVR
2200226,SVR
2200227,SVR
2200228,SVR
2200229,SVR
2200230,SVR
2200231,SVR
2200232,SVR
2200233,SVR
2200234,SVR
2200235,SVR
2200236,SVR
2200237,SVR
2200238,SVR
2200239,SVR
2200240,SVR
2200241,SVR
2200242,SVR
2200243,SVR
2200244,SVR
2200245,SVR
2200246,SVR
2200247,SVR
2200248,SVR
2200249,SVR
2200250,SVR
2200251,SVR
2200252,SVR
2200253,SVR
2200254,SVR
2200255,SVR
2200256,SVR
2200257,SVR
2200258,SVR
2200259,SVR
2200260,SVR
2200261,SVR
2200262,SVR
2200263,SVR
2200264,SVR
2200265,SVR
2200266,SVR
2200267,SVR
2200268,SVR
2200269,SVR
2200270,SVR
2200271,SVR
2200272,SVR
2200273,SVR
2200274,SVR
2200275,SVR
2200276,SVR
2200277,SVR
2200278,SVR
2200279,SVR
2200280,SVR
2200281,SVR
2200282,SVR
2200283,SVR
2200284,SVR
2200285,SVR
2200286,SVR
2200287,SVR
2200288,SVR
2200289,SVR
2200290,SVR
2200291,SVR
2200292,SVR
2200293,SVR
2200294,SVR
2200295,SVR
2200296,SVR
2200297,SVR
2200298,SVR
2200299,SVR
2200300,SVR
2200301,SVR
2200302,SVR
2200303,SVR
2200304,SVR
2200305,SVR
2200306,SVR
2200307,SVR
2200308,SVR
2200309,SVR
2200310,SVR
2200311,SVR
2200312,SVR
2200313,SVR
2200314,SVR
2200315,SVR
2200316,SVR
2200317,SVR
2200318,SVR
2200319,SVR
2200320,SVR
2200321,SVR
2200322,SVR
2200323,SVR
2200324,SVR
2200325,SVR
2200326,SVR
2200327,SVR
2200328,SVR
2200329,SVR
2200330,SVR
2200331,SVR
2200332,SVR
2200333,SVR
2200334,SVR
2200335,SVR
2200336,SVR
2200337,SVR
2200338,SVR
2200339,SVR
2200340,SVR
2200341,SVR
2200342,SVR
2200343,SVR
2200344,SVR
2200345,SVR
2200346,SVR
2200347,SVR
2200348,SVR
2200349,SVR
2200350,SVR
2200351,SVR
2200352,SVR
2200353,SVR
2200354,SVR
2200355,SVR
2200356,SVR
2200357,SVR
2200358,SVR
2200359,SVR
2200360,SVR
2200361,SVR
2200362,SVR
2200363,SVR
2200364,SVR
2200365,SVR
2200366,SVR
2200367,SVR
2200368,SVR
2200369,SVR
2200370,SVR
2200371,SVR
2200372,SVR
2200373,SVR
2200374,SVR
2200375,SVR
2200376,SVR
2200377,SVR
2200378,SVR
2200379,SVR
2200380,SVR
2200381,SVR
2200382,SVR
2200383,SVR
2200384,SVR
2200385,SVR
2200386,SVR
2200387,SVR
2200388,SVR
2200389,SVR
2200390,SVR
2200391,SVR
2200392,SVR
2200393,SVR
2200394,SVR
2200395,SVR
2200396,SVR
2200397,SVR
2200398,SVR
2200399,SVR
2200400,SVR
2200401,SVR
2200402,SVR
2200403,SVR
2200404,SVR
2200405,SVR
2200406,SVR
2200407,SVR
2200408,SVR
2200409,SVR
2200410,SVR
2200411,SVR
2200412,SVR
2200413,SVR
2200414,SVR
2200415,SVR
2200416,SVR
2200417,SVR
2200418,SVR
2200419,SVR
2200420,SVR
2200421,SVR
2200422,SVR
2200423,SVR
2200424,SVR
2200425,SVR
2200426,SVR
2200427,SVR
2200428,SVR
2200429,SVR
2200430,SVR
2200431,SVR
2200432,SVR
2200433,SVR
2200434,SVR
2200435,SVR
2200436,SVR
2200437,SVR
2200438,SVR
2200439,SVR
2200440,SVR
2200441,SVR
2200442,SVR
2200443,SVR
2200444,SVR
2200445,SVR
2200446,SVR
2200447,SVR
2200448,SVR
2200449,SVR
2200450,SVR
2200451,SVR
2200452,SVR
2200453,SVR
2200454,SVR
2200455,SVR
2200456,SVR
2200457,SVR
2200458,SVR
2200459,SVR
2200460,SVR
2200461,SVR
2200462,SVR
2200463,SVR
2200464,SVR
2200465,SVR
2200466,SVR
2200467,SVR
2200468,SVR
2200469,SVR
2200470,SVR
2200471,SVR
2200472,SVR
2200473,SVR
2200474,SVR
2200475,SVR
2200476,SVR
2200477,SVR
2200478,SVR
2200479,SVR
2200480,SVR
2200481,SVR
2200482,SVR
2200483,SVR
2200484,SVR
2200485,SVR
2200486,SVR
2200487,SVR
2200488,SVR
2200489,SVR
2200490,SVR
2200491,SVR
2200492,SVR
2200493,SVR
2200494,SVR
2200495,SVR
2200496,SVR
2200497,SVR
2200498,SVR
2200499,SVR
2200500,SVR
2200501,SVR
2200502,SVR
2200503,SVR
2200504,SVR
2200505,SVR
2200506,SVR
2200507,SVR
2200508,SVR
2200509,SVR
2200510,SVR
2200511,SVR
2200512,SVR
2200513,SVR
2200514,SVR
2200515,SVR
2200516,SVR
2200517,SVR
2200518,SVR
2200519,SVR
2200520,SVR
2200521,SVR
2200522,SVR
2200523,SVR
2200524,SVR
2200525,SVR
2200526,SVR
2200527,SVR
2200528,SVR
2200529,SVR
2200530,SVR
2200531,SVR
2200532,SVR
2200533,SVR
2200534,SVR
2200535,SVR
2200536,SVR
2200537,SVR
2200538,SVR
2200539,SVR
2200540,SVR
2200541,SVR
2200542,SVR
2200543,SVR
2200544,SVR
2200545,SVR
2200546,SVR
2200547,SVR
2200548,SVR
2200549,SVR
2200550,SVR
2200551,SVR
2200552,SVR
2200553,SVR
2200554,SVR
2200555,SVR
2200556,SVR
2200557,SVR
2200558,SVR
2200559,SVR
2200560,SVR
2200561,SVR
2200562,SVR
2200563,SVR
2200564,SVR
2200565,SVR
2200566,SVR
2200567,SVR
2200568,SVR
2200569,SVR
2200570,SVR
2200571,SVR
2200572,SVR
2200573,SVR
2200574,SVR
2200575,SVR
2200576,SVR
2200577,SVR
2200578,SVR
2200579,SVR
2200580,SVR
2200581,SVR
2200582,SVR
2200583,SVR
2200584,SVR
2200585,SVR
2200586,SVR
2200587,SVR
2200588,SVR
2200589,SVR
2200590,SVR
2200591,SVR
2200592,SVR
2200593,SVR
2200594,SVR
2200595,SVR
2200596,SVR
2200597,SVR
2200598,SVR
2200599,SVR
2200600,SVR
2200601,SVR
2200602,SVR
2200603,SVR
2200604,SVR
2200605,SVR
2200606,SVR
2200607,SVR
2200608,SVR
2200609,SVR
2200610,SVR
2200611,SVR
2200612,SVR
2200613,SVR
2200614,SVR
2200615,SVR
2200616,SVR
2200617,SVR
2200618,SVR
2200619,SVR
2200620,SVR
2200621,SVR
2200622,SVR
2200623,SVR
2200624,SVR
2200625,SVR
2200626,SVR
2200627,SVR
2200628,SVR
2200629,SVR
2200630,SVR
2200631,SVR
2200632,SVR
2200633,SVR
2200634,SVR
2200635,SVR
2200636,SVR
2200637,SVR
2200638,SVR
2200639,SVR
2200640,SVR
2200641,SVR
2200642,SVR
2200643,SVR
2200644,SVR
2200645,SVR
2200646,SVR
2200647,SVR
2200648,SVR
2200649,SVR
2200650,SVR
2200651,SVR
2200652,SVR
2200653,SVR
2200654,SVR
2200655,SVR
2200656,SVR
2200657,SVR
2200658,SVR
2200659,SVR
2200660,SVR
2200661,SVR
2200662,SVR
2200663,SVR
2200664,SVR
2200665,SVR
2200666,SVR
2200667,SVR
2200668,SVR
2200669,SVR
2200670,SVR
2200671,SVR
2200672,SVR
2200673,SVR
2200674,SVR
2200675,SVR
2200676,SVR
2200677,SVR
2200678,SVR
2200679,SVR
2200680,SVR
2200681,SVR
2200682,SVR
2200683,SVR
2200684,SVR
2200685,SVR
2200686,SVR
2200687,SVR
2200688,SVR
2200689,SVR
2200690,SVR
2200691,SVR
2200692,SVR
2200693,SVR
2200694,SVR
2200695,SVR
2200696,SVR
2200697,SVR
2200698,SVR
2200699,SVR
2200700,SVR
2200701,SVR
2200702,SVR
2200703,SVR
2200704,SVR
2200705,SVR
2200706,SVR
2200707,SVR
2200708,SVR
2200709,SVR
2200710,SVR
2200711,SVR
2200712,SVR
2200713,SVR
2200714,SVR
2200715,SVR
2200716,SVR
2200717,SVR
2200718,SVR
2200719,SVR
2200720,SVR
2200721,SVR
2200722,SVR
2200723,SVR
2200724,SVR
2200725,SVR
2200726,SVR
2200727,SVR
2200728,SVR
2200729,SVR
2200730,SVR
2200731,SVR
2200732,SVR
2200733,SVR
2200734,SVR
2200735,SVR
2200736,SVR
2200737,SVR
2200738,SVR
2200739,SVR
2200740,SVR
2200741,SVR
2200742,SVR
2200743,SVR
2200744,SVR
2200745,SVR
2200746,SVR
2200747,SVR
2200748,SVR
2200749,SVR
2200750,SVR
2200751,SVR
2200752,SVR
2200753,SVR
2200754,SVR
2200755,SVR
2200756,SVR
2200757,SVR
2200758,SVR
2200759,SVR
2200760,SVR
2200761,SVR
2200762,SVR
2200763,SVR
2200764,SVR
2200765,SVR
2200766,SVR
2200767,SVR
2200768,SVR
2200769,SVR
2200770,SVR
2200771,SVR
2200772,SVR
2200773,SVR
2200774,SVR
2200775,SVR
2200776,SVR
2200777,SVR
2200778,SVR
2200779,SVR
2200780,SVR
2200781,SVR
2200782,SVR
2200783,SVR
2200784,SVR
2200785,SVR
2200786,SVR
2200787,SVR
2200788,SVR
2200789,SVR
2200790,SVR
2200791,SVR
2200792,SVR
2200793,SVR
2200794,SVR
2200795,SVR
2200796,SVR
2200797,SVR
2200798,SVR
2200799,SVR
2200800,SVR
2200801,SVR
2200802,SVR
2200803,SVR
2200804,SVR
2200805,SVR
2200806,SVR
2200807,SVR
2200808,SVR
2200809,SVR
2200810,SVR
2200811,SVR
2200812,SVR
2200813,SVR
2200814,SVR
2200815,SVR
2200816,SVR
2200817,SVR
2200818,SVR
2200819,SVR
2200820,SVR
2200821,SVR
2200822,SVR
2200823,SVR
2200824,SVR
2200825,SVR
2200826,SVR
2200827,SVR
2200828,SVR
2200829,SVR
2200830,SVR
2200831,SVR
2200832,SVR
2200833,SVR
2200834,SVR
2200835,SVR
2200836,SVR
2200837,SVR
2200838,SVR
2200839,SVR
2200840,SVR
2200841,SVR
2200842,SVR
2200843,SVR
2200844,SVR
2200845,SVR
2200846,SVR
2200847,SVR
2200848,SVR
2200849,SVR
2200850,SVR
2200851,SVR
2200852,SVR
2200853,SVR
2200854,SVR
2200855,SVR
2200856,SVR
2200857,SVR
2200858,SVR
2200859,SVR
2200860,SVR
2200861,SVR
2200862,SVR
2200863,SVR
2200864,SVR
2200865,SVR
2200866,SVR
2200867,SVR
2200868,SVR
2200869,SVR
2200870,SVR
2200871,SVR
2200872,SVR
2200873,SVR
2200874,SVR
2200875,SVR
2200876,SVR
2200877,SVR
2200878,SVR
2200879,SVR
2200880,SVR
2200881,SVR
2200882,SVR
2200883,SVR
2200884,SVR
2200885,SVR
2200886,SVR
2200887,SVR
2200888,SVR
2200889,SVR
2200890,SVR
2200891,SVR
2200892,SVR
2200893,SVR
2200894,SVR
2200895,SVR
2200896,SVR
2200897,SVR
2200898,SVR
2200899,SVR
2200900,SVR
2200901,SVR
2200902,SVR
2200903,SVR
2200904,SVR
2200905,SVR
2200906,SVR
2200907,SVR
2200908,SVR
2200909,SVR
2200910,SVR
2200911,SVR
2200912,SVR
2200913,SVR
2200914,SVR
2200915,SVR
2200916,SVR
2200917,SVR
2200918,SVR
2200919,SVR
2200920,SVR
2200921,SVR
2200922,SVR
2200923,SVR
2200924,SVR
2200925,SVR
2200926,SVR
2200927,SVR
2200928,SVR
2200929,SVR
2200930,SVR
2200931,SVR
2200932,SVR
2200933,SVR
2200934,SVR
2200935,SVR
2200936,SVR
2200937,SVR
2200938,SVR
2200939,SVR
2200940,SVR
2200941,SVR
2200942,SVR
2200943,SVR
2200944,SVR
2200945,SVR
