assetId,assetTypeCode
2300001,SVR
2300002,SVR
2300003,SVR
2300004,SVR
2300005,SVR
2300006,SVR
2300007,SVR
2300008,SVR
2300009,SVR
2300010,SVR
2300011,SVR
2300012,SVR
2300013,SVR
2300014,SVR
2300015,SVR
2300016,SVR
2300017,SVR
2300018,SVR
2300019,SVR
2300020,SVR
2300021,SVR
2300022,SVR
2300023,SVR
2300024,SVR
2300025,SVR
2300026,SVR
2300027,SVR
2300028,SVR
2300029,SVR
2300030,SVR
2300031,SVR
2300032,SVR
2300033,SVR
2300034,SVR
2300035,SVR
2300036,SVR
2300037,SVR
2300038,SVR
2300039,SVR
2300040,SVR
2300041,SVR
2300042,SVR
2300043,SVR
2300044,SVR
2300045,SVR
2300046,SVR
2300047,SVR
2300048,SVR
2300049,SVR
2300050,SVR
2300051,SVR
2300052,SVR
2300053,SVR
2300054,SVR
2300055,SVR
2300056,SVR
2300057,SVR
2300058,SVR
2300059,SVR
2300060,SVR
2300061,SVR
2300062,SVR
2300063,SVR
2300064,SVR
2300065,SVR
2300066,SVR
2300067,SVR
2300068,SVR
2300069,SVR
2300070,SVR
2300071,SVR
2300072,SVR
2300073,SVR
2300074,SVR
2300075,SVR
2300076,SVR
2300077,SVR
2300078,SVR
2300079,SVR
2300080,SVR
2300081,SVR
2300082,SVR
2300083,SVR
2300084,SVR
2300085,SVR
2300086,SVR
2300087,SVR
2300088,SVR
2300089,SVR
2300090,SVR
2300091,SVR
2300092,SVR
2300093,SVR
2300094,SVR
2300095,SVR
2300096,SVR
2300097,SVR
2300098,SVR
2300099,SVR
2300100,SVR
2300101,SVR
2300102,SVR
2300103,SVR
2300104,SVR
2300105,SVR
2300106,SVR
2300107,SVR
2300108,SVR
2300109,SVR
2300110,SVR
2300111,SVR
2300112,SVR
2300113,SVR
2300114,SVR
2300115,SVR
2300116,SVR
2300117,SVR
2300118,SVR
2300119,SVR
2300120,SVR
2300121,SVR
2300122,SVR
2300123,SVR
2300124,SVR
2300125,SVR
2300126,SVR
2300127,SVR
2300128,SVR
2300129,SVR
2300130,SVR
2300131,SVR
2300132,SVR
2300133,SVR
2300134,SVR
2300135,SVR
2300136,SVR
2300137,SVR
2300138,SVR
2300139,SVR
2300140,SVR
2300141,SVR
2300142,SVR
2300143,SVR
2300144,SVR
2300145,SVR
2300146,SVR
2300147,SVR
2300148,SVR
2300149,SVR
2300150,SVR
2300151,SVR
2300152,SVR
2300153,SVR
2300154,SVR
2300155,SVR
2300156,SVR
2300157,SVR
2300158,SVR
2300159,SVR
2300160,SVR
2300161,SVR
2300162,SVR
2300163,SVR
2300164,SVR
2300165,SVR
2300166,SVR
2300167,SVR
2300168,SVR
2300169,SVR
2300170,SVR
2300171,SVR
2300172,SVR
2300173,SVR
2300174,SVR
2300175,SVR
2300176,SVR
2300177,SVR
2300178,SVR
2300179,SVR
2300180,SVR
2300181,SVR
2300182,SVR
2300183,SVR
2300184,SVR
2300185,SVR
2300186,SVR
2300187,SVR
2300188,SVR
2300189,SVR
2300190,SVR
2300191,SVR
2300192,SVR
2300193,SVR
2300194,SVR
2300195,SVR
2300196,SVR
2300197,SVR
2300198,SVR
2300199,SVR
2300200,SVR
2300201,SVR
2300202,SVR
2300203,SVR
2300204,SVR
2300205,SVR
2300206,SVR
2300207,SVR
2300208,SVR
2300209,SVR
2300210,SVR
2300211,SVR
2300212,SVR
2300213,SVR
2300214,SVR
2300215,SVR
2300216,SVR
2300217,SVR
2300218,SVR
2300219,SVR
2300220,SVR
2300221,SVR
2300222,SVR
2300223,SVR
2300224,SVR
2300225,SVR
2300226,SVR
2300227,SVR
2300228,SVR
2300229,SVR
2300230,SVR
2300231,SVR
2300232,SVR
2300233,SVR
2300234,SVR
2300235,SVR
2300236,SVR
2300237,SVR
2300238,SVR
2300239,SVR
2300240,SVR
2300241,SVR
2300242,SVR
2300243,SVR
2300244,SVR
2300245,SVR
2300246,SVR
2300247,SVR
2300248,SVR
2300249,SVR
2300250,SVR
2300251,SVR
2300252,SVR
2300253,SVR
2300254,SVR
2300255,SVR
2300256,SVR
2300257,SVR
2300258,SVR
2300259,SVR
2300260,SVR
2300261,SVR
2300262,SVR
2300263,SVR
2300264,SVR
2300265,SVR
2300266,SVR
2300267,SVR
2300268,SVR
2300269,SVR
2300270,SVR
2300271,SVR
2300272,SVR
2300273,SVR
2300274,SVR
2300275,SVR
2300276,SVR
2300277,SVR
2300278,SVR
2300279,SVR
2300280,SVR
2300281,SVR
2300282,SVR
2300283,SVR
2300284,SVR
2300285,SVR
2300286,SVR
2300287,SVR
2300288,SVR
2300289,SVR
2300290,SVR
2300291,SVR
2300292,SVR
2300293,SVR
2300294,SVR
2300295,SVR
2300296,SVR
2300297,SVR
2300298,SVR
2300299,SVR
2300300,SVR
2300301,SVR
2300302,SVR
2300303,SVR
2300304,SVR
2300305,SVR
2300306,SVR
2300307,SVR
2300308,SVR
2300309,SVR
2300310,SVR
2300311,SVR
2300312,SVR
2300313,SVR
2300314,SVR
2300315,SVR
2300316,SVR
2300317,SVR
2300318,SVR
2300319,SVR
2300320,SVR
2300321,SVR
2300322,SVR
2300323,SVR
2300324,SVR
2300325,SVR
2300326,SVR
2300327,SVR
2300328,SVR
2300329,SVR
2300330,SVR
2300331,SVR
2300332,SVR
2300333,SVR
2300334,SVR
2300335,SVR
2300336,SVR
2300337,SVR
2300338,SVR
2300339,SVR
2300340,SVR
2300341,SVR
2300342,SVR
2300343,SVR
2300344,SVR
2300345,SVR
2300346,SVR
2300347,SVR
2300348,SVR
2300349,SVR
2300350,SVR
2300351,SVR
2300352,SVR
2300353,SVR
2300354,SVR
2300355,SVR
2300356,SVR
2300357,SVR
2300358,SVR
2300359,SVR
2300360,SVR
2300361,SVR
2300362,SVR
2300363,SVR
2300364,SVR
2300365,SVR
2300366,SVR
2300367,SVR
2300368,SVR
2300369,SVR
2300370,SVR
2300371,SVR
2300372,SVR
2300373,SVR
2300374,SVR
2300375,SVR
2300376,SVR
2300377,SVR
2300378,SVR
2300379,SVR
2300380,SVR
2300381,SVR
2300382,SVR
2300383,SVR
2300384,SVR
2300385,SVR
2300386,SVR
2300387,SVR
2300388,SVR
2300389,SVR
2300390,SVR
2300391,SVR
2300392,SVR
2300393,SVR
2300394,SVR
2300395,SVR
2300396,SVR
2300397,SVR
2300398,SVR
2300399,SVR
2300400,SVR
2300401,SVR
2300402,SVR
2300403,SVR
2300404,SVR
2300405,SVR
2300406,SVR
2300407,SVR
2300408,SVR
2300409,SVR
2300410,SVR
2300411,SVR
2300412,SVR
2300413,SVR
2300414,SVR
2300415,SVR
2300416,SVR
2300417,SVR
2300418,SVR
2300419,SVR
2300420,SVR
2300421,SVR
2300422,SVR
2300423,SVR
2300424,SVR
2300425,SVR
2300426,SVR
2300427,SVR
2300428,SVR
2300429,SVR
2300430,SVR
2300431,SVR
2300432,SVR
2300433,SVR
2300434,SVR
2300435,SVR
2300436,SVR
2300437,SVR
2300438,SVR
2300439,SVR
2300440,SVR
2300441,SVR
2300442,SVR
2300443,SVR
2300444,SVR
2300445,SVR
2300446,SVR
2300447,SVR
2300448,SVR
2300449,SVR
2300450,SVR
2300451,SVR
2300452,SVR
2300453,SVR
2300454,SVR
2300455,SVR
2300456,SVR
2300457,SVR
2300458,SVR
2300459,SVR
2300460,SVR
2300461,SVR
2300462,SVR
2300463,SVR
2300464,SVR
2300465,SVR
2300466,SVR
2300467,SVR
2300468,SVR
2300469,SVR
2300470,SVR
2300471,SVR
2300472,SVR
2300473,SVR
2300474,SVR
2300475,SVR
2300476,SVR
2300477,SVR
2300478,SVR
2300479,SVR
2300480,SVR
2300481,SVR
2300482,SVR
2300483,SVR
2300484,SVR
2300485,SVR
2300486,SVR
2300487,SVR
2300488,SVR
2300489,SVR
2300490,SVR
2300491,SVR
2300492,SVR
2300493,SVR
2300494,SVR
2300495,SVR
2300496,SVR
2300497,SVR
2300498,SVR
2300499,SVR
2300500,SVR
2300501,SVR
2300502,SVR
2300503,SVR
2300504,SVR
2300505,SVR
2300506,SVR
2300507,SVR
2300508,SVR
2300509,SVR
2300510,SVR
2300511,SVR
2300512,SVR
2300513,SVR
2300514,SVR
2300515,SVR
2300516,SVR
2300517,SVR
2300518,SVR
2300519,SVR
2300520,SVR
2300521,SVR
2300522,SVR
2300523,SVR
2300524,SVR
2300525,SVR
2300526,SVR
2300527,SVR
2300528,SVR
2300529,SVR
2300530,SVR
2300531,SVR
2300532,SVR
2300533,SVR
2300534,SVR
2300535,SVR
2300536,SVR
2300537,SVR
2300538,SVR
2300539,SVR
2300540,SVR
2300541,SVR
2300542,SVR
2300543,SVR
2300544,SVR
2300545,SVR
2300546,SVR
2300547,SVR
2300548,SVR
2300549,SVR
2300550,SVR
2300551,SVR
2300552,SVR
2300553,SVR
2300554,SVR
2300555,SVR
2300556,SVR
2300557,SVR
2300558,SVR
2300559,SVR
2300560,SVR
2300561,SVR
2300562,SVR
2300563,SVR
2300564,SVR
2300565,SVR
2300566,SVR
2300567,SVR
2300568,SVR
2300569,SVR
2300570,SVR
2300571,SVR
2300572,SVR
2300573,SVR
2300574,SVR
2300575,SVR
2300576,SVR
2300577,SVR
2300578,SVR
2300579,SVR
2300580,SVR
2300581,SVR
2300582,SVR
2300583,SVR
2300584,SVR
2300585,SVR
2300586,SVR
2300587,SVR
2300588,SVR
2300589,SVR
2300590,SVR
2300591,SVR
2300592,SVR
2300593,SVR
2300594,SVR
2300595,SVR
2300596,SVR
2300597,SVR
2300598,SVR
2300599,SVR
2300600,SVR
2300601,SVR
2300602,SVR
2300603,SVR
2300604,SVR
2300605,SVR
2300606,SVR
2300607,SVR
2300608,SVR
2300609,SVR
2300610,SVR
2300611,SVR
2300612,SVR
2300613,SVR
2300614,SVR
2300615,SVR
2300616,SVR
2300617,SVR
2300618,SVR
2300619,SVR
2300620,SVR
2300621,SVR
2300622,SVR
2300623,SVR
2300624,SVR
2300625,SVR
2300626,SVR
2300627,SVR
2300628,SVR
2300629,SVR
2300630,SVR
2300631,SVR
2300632,SVR
2300633,SVR
2300634,SVR
2300635,SVR
2300636,SVR
2300637,SVR
2300638,SVR
2300639,SVR
2300640,SVR
2300641,SVR
2300642,SVR
2300643,SVR
2300644,SVR
2300645,SVR
2300646,SVR
2300647,SVR
2300648,SVR
2300649,SVR
2300650,SVR
2300651,SVR
2300652,SVR
2300653,SVR
2300654,SVR
2300655,SVR
2300656,SVR
2300657,SVR
2300658,SVR
2300659,SVR
2300660,SVR
2300661,SVR
2300662,SVR
2300663,SVR
2300664,SVR
2300665,SVR
2300666,SVR
2300667,SVR
2300668,SVR
2300669,SVR
2300670,SVR
2300671,SVR
2300672,SVR
2300673,SVR
2300674,SVR
2300675,SVR
2300676,SVR
2300677,SVR
2300678,SVR
2300679,SVR
2300680,SVR
2300681,SVR
2300682,SVR
2300683,SVR
2300684,SVR
2300685,SVR
2300686,SVR
2300687,SVR
2300688,SVR
2300689,SVR
2300690,SVR
2300691,SVR
2300692,SVR
2300693,SVR
2300694,SVR
2300695,SVR
2300696,SVR
2300697,SVR
2300698,SVR
2300699,SVR
2300700,SVR
2300701,SVR
2300702,SVR
2300703,SVR
2300704,SVR
2300705,SVR
2300706,SVR
2300707,SVR
2300708,SVR
