assetId,assetTypeCode
2100001,SVR
2100002,SVR
2100003,SVR
2100004,SVR
2100005,SVR
2100006,SVR
2100007,SVR
2100008,SVR
2100009,SVR
2100010,SVR
2100011,SVR
2100012,SVR
2100013,SVR
2100014,SVR
2100015,SVR
2100016,SVR
2100017,SVR
2100018,SVR
2100019,SVR
2100020,SVR
2100021,SVR
2100022,SVR
2100023,SVR
2100024,SVR
2100025,SVR
2100026,SVR
2100027,SVR
2100028,SVR
2100029,SVR
2100030,SVR
2100031,SVR
2100032,SVR
2100033,SVR
2100034,SVR
2100035,SVR
2100036,SVR
2100037,SVR
2100038,SVR
2100039,SVR
2100040,SVR
2100041,SVR
2100042,SVR
2100043,SVR
2100044,SVR
2100045,SVR
2100046,SVR
2100047,SVR
2100048,SVR
2100049,SVR
2100050,SVR
2100051,SVR
2100052,SVR
2100053,SVR
2100054,SVR
2100055,SVR
2100056,SVR
2100057,SVR
2100058,SVR
2100059,SVR
2100060,SVR
2100061,SVR
2100062,SVR
2100063,SVR
2100064,SVR
2100065,SVR
2100066,SVR
2100067,SVR
2100068,SVR
2100069,SVR
2100070,SVR
2100071,SVR
2100072,SVR
2100073,SVR
2100074,SVR
2100075,SVR
2100076,SVR
2100077,SVR
2100078,SVR
2100079,SVR
2100080,SVR
2100081,SVR
2100082,SVR
2100083,SVR
2100084,SVR
2100085,SVR
2100086,SVR
2100087,SVR
2100088,SVR
2100089,SVR
2100090,SVR
2100091,SVR
2100092,SVR
2100093,SVR
2100094,SVR
2100095,SVR
2100096,SVR
2100097,SVR
2100098,SVR
2100099,SVR
2100100,SVR
2100101,SVR
2100102,SVR
2100103,SVR
2100104,SVR
2100105,SVR
2100106,SVR
2100107,SVR
2100108,SVR
2100109,SVR
2100110,SVR
2100111,SVR
2100112,SVR
2100113,SVR
2100114,SVR
2100115,SVR
2100116,SVR
2100117,SVR
2100118,SVR
2100119,SVR
2100120,SVR
2100121,SVR
2100122,SVR
2100123,SVR
2100124,SVR
2100125,SVR
2100126,SVR
2100127,SVR
2100128,SVR
2100129,SVR
2100130,SVR
2100131,SVR
2100132,SVR
2100133,SVR
2100134,SVR
2100135,SVR
2100136,SVR
2100137,SVR
2100138,SVR
2100139,SVR
2100140,SVR
2100141,SVR
2100142,SVR
2100143,SVR
2100144,SVR
2100145,SVR
2100146,SVR
2100147,SVR
2100148,SVR
2100149,SVR
2100150,SVR
2100151,SVR
2100152,SVR
2100153,SVR
2100154,SVR
2100155,SVR
2100156,SVR
2100157,SVR
2100158,SVR
2100159,SVR
2100160,SVR
2100161,SVR
2100162,SVR
2100163,SVR
2100164,SVR
2100165,SVR
2100166,SVR
2100167,SVR
2100168,SVR
2100169,SVR
2100170,SVR
2100171,SVR
2100172,SVR
2100173,SVR
2100174,SVR
2100175,SVR
2100176,SVR
2100177,SVR
2100178,SVR
2100179,SVR
2100180,SVR
2100181,SVR
2100182,SVR
2100183,SVR
2100184,SVR
2100185,SVR
2100186,SVR
2100187,SVR
2100188,SVR
2100189,SVR
2100190,SVR
2100191,SVR
2100192,SVR
2100193,SVR
2100194,SVR
2100195,SVR
2100196,SVR
2100197,SVR
2100198,SVR
2100199,SVR
2100200,SVR
2100201,SVR
2100202,SVR
2100203,SVR
2100204,SVR
2100205,SVR
2100206,SVR
2100207,SVR
2100208,SVR
2100209,SVR
2100210,SVR
2100211,SVR
2100212,SVR
2100213,SVR
2100214,SVR
2100215,SVR
2100216,SVR
2100217,SVR
2100218,SVR
2100219,SVR
2100220,SVR
2100221,SVR
2100222,SVR
2100223,SVR
2100224,SVR
2100225,SVR
2100226,SVR
2100227,SVR
2100228,SVR
2100229,SVR
2100230,SVR
2100231,SVR
2100232,SVR
2100233,SVR
2100234,SVR
2100235,SVR
2100236,SVR
2100237,SVR
2100238,SVR
2100239,SVR
2100240,SVR
2100241,SVR
2100242,SVR
2100243,SVR
2100244,SVR
2100245,SVR
2100246,SVR
2100247,SVR
2100248,SVR
2100249,SVR
2100250,SVR
2100251,SVR
2100252,SVR
2100253,SVR
2100254,SVR
2100255,SVR
2100256,SVR
2100257,SVR
2100258,SVR
2100259,SVR
2100260,SVR
2100261,SVR
2100262,SVR
2100263,SVR
2100264,SVR
2100265,SVR
2100266,SVR
2100267,SVR
2100268,SVR
2100269,SVR
2100270,SVR
2100271,SVR
2100272,SVR
2100273,SVR
2100274,SVR
2100275,SVR
2100276,SVR
2100277,SVR
2100278,SVR
2100279,SVR
2100280,SVR
2100281,SVR
2100282,SVR
2100283,SVR
2100284,SVR
2100285,SVR
2100286,SVR
2100287,SVR
2100288,SVR
2100289,SVR
2100290,SVR
2100291,SVR
2100292,SVR
2100293,SVR
2100294,SVR
2100295,SVR
2100296,SVR
2100297,SVR
2100298,SVR
2100299,SVR
2100300,SVR
2100301,SVR
2100302,SVR
2100303,SVR
2100304,SVR
2100305,SVR
2100306,SVR
2100307,SVR
2100308,SVR
2100309,SVR
2100310,SVR
2100311,SVR
2100312,SVR
2100313,SVR
2100314,SVR
2100315,SVR
2100316,SVR
2100317,SVR
2100318,SVR
2100319,SVR
2100320,SVR
2100321,SVR
2100322,SVR
2100323,SVR
2100324,SVR
2100325,SVR
2100326,SVR
2100327,SVR
2100328,SVR
2100329,SVR
2100330,SVR
2100331,SVR
2100332,SVR
2100333,SVR
2100334,SVR
2100335,SVR
2100336,SVR
2100337,SVR
2100338,SVR
2100339,SVR
2100340,SVR
2100341,SVR
2100342,SVR
2100343,SVR
2100344,SVR
2100345,SVR
2100346,SVR
2100347,SVR
2100348,SVR
2100349,SVR
2100350,SVR
2100351,SVR
2100352,SVR
2100353,SVR
2100354,SVR
2100355,SVR
2100356,SVR
2100357,SVR
2100358,SVR
2100359,SVR
2100360,SVR
2100361,SVR
2100362,SVR
2100363,SVR
2100364,SVR
2100365,SVR
2100366,SVR
2100367,SVR
2100368,SVR
2100369,SVR
2100370,SVR
2100371,SVR
2100372,SVR
2100373,SVR
2100374,SVR
2100375,SVR
2100376,SVR
2100377,SVR
2100378,SVR
2100379,SVR
2100380,SVR
2100381,SVR
2100382,SVR
2100383,SVR
2100384,SVR
2100385,SVR
2100386,SVR
2100387,SVR
2100388,SVR
2100389,SVR
2100390,SVR
2100391,SVR
2100392,SVR
