assetId,assetTypeCode
500001,SVR
500002,SVR
500003,SVR
500004,SVR
500005,SVR
500006,SVR
500007,SVR
500008,SVR
500009,SVR
500010,SVR
500011,SVR
500012,SVR
500013,SVR
500014,SVR
500015,SVR
500016,SVR
500017,SVR
500018,SVR
500019,SVR
500020,SVR
500021,SVR
500022,SVR
500023,SVR
500024,SVR
500025,SVR
500026,SVR
500027,SVR
500028,SVR
500029,SVR
500030,SVR
500031,SVR
500032,SVR
500033,SVR
500034,SVR
500035,SVR
500036,SVR
500037,SVR
500038,SVR
500039,SVR
500040,SVR
500041,SVR
500042,SVR
500043,SVR
500044,SVR
500045,SVR
500046,SVR
500047,SVR
500048,SVR
500049,SVR
500050,SVR
500051,SVR
500052,SVR
500053,SVR
500054,SVR
500055,SVR
500056,SVR
500057,SVR
500058,SVR
500059,SVR
500060,SVR
500061,SVR
500062,SVR
500063,SVR
500064,SVR
500065,SVR
500066,SVR
500067,SVR
500068,SVR
500069,SVR
500070,SVR
500071,SVR
500072,SVR
500073,SVR
500074,SVR
500075,SVR
500076,SVR
500077,SVR
500078,SVR
500079,SVR
500080,SVR
500081,SVR
500082,SVR
500083,SVR
500084,SVR
500085,SVR
500086,SVR
500087,SVR
500088,SVR
500089,SVR
500090,SVR
500091,SVR
500092,SVR
500093,SVR
500094,SVR
500095,SVR
500096,SVR
500097,SVR
500098,SVR
500099,SVR
500100,SVR
500101,SVR
500102,SVR
500103,SVR
500104,SVR
500105,SVR
500106,SVR
500107,SVR
500108,SVR
500109,SVR
500110,SVR
500111,SVR
500112,SVR
500113,SVR
500114,SVR
500115,SVR
500116,SVR
500117,SVR
500118,SVR
500119,SVR
500120,SVR
500121,SVR
500122,SVR
500123,SVR
500124,SVR
500125,SVR
500126,SVR
500127,SVR
500128,SVR
500129,SVR
500130,SVR
500131,SVR
500132,SVR
500133,SVR
500134,SVR
500135,SVR
500136,SVR
500137,SVR
500138,SVR
500139,SVR
500140,SVR
500141,SVR
500142,SVR
500143,SVR
500144,SVR
500145,SVR
500146,SVR
500147,SVR
500148,SVR
500149,SVR
500150,SVR
500151,SVR
500152,SVR
500153,SVR
500154,SVR
500155,SVR
500156,SVR
500157,SVR
500158,SVR
500159,SVR
500160,SVR
500161,SVR
500162,SVR
500163,SVR
500164,SVR
500165,SVR
500166,SVR
500167,SVR
500168,SVR
500169,SVR
500170,SVR
500171,SVR
500172,SVR
500173,SVR
500174,SVR
500175,SVR
500176,SVR
500177,SVR
500178,SVR
500179,SVR
500180,SVR
500181,SVR
500182,SVR
500183,SVR
500184,SVR
500185,SVR
500186,SVR
500187,SVR
500188,SVR
500189,SVR
500190,SVR
500191,SVR
500192,SVR
500193,SVR
500194,SVR
500195,SVR
500196,SVR
500197,SVR
500198,SVR
500199,SVR
500200,SVR
500201,SVR
500202,SVR
500203,SVR
500204,SVR
500205,SVR
500206,SVR
500207,SVR
500208,SVR
500209,SVR
500210,SVR
500211,SVR
500212,SVR
500213,SVR
500214,SVR
500215,SVR
500216,SVR
500217,SVR
500218,SVR
500219,SVR
500220,SVR
500221,SVR
500222,SVR
500223,SVR
500224,SVR
500225,SVR
500226,SVR
500227,SVR
500228,SVR
500229,SVR
500230,SVR
500231,SVR
500232,SVR
500233,SVR
500234,SVR
500235,SVR
500236,SVR
500237,SVR
500238,SVR
500239,SVR
500240,SVR
500241,SVR
500242,SVR
500243,SVR
500244,SVR
500245,SVR
500246,SVR
500247,SVR
500248,SVR
500249,SVR
500250,SVR
500251,SVR
500252,SVR
500253,SVR
500254,SVR
500255,SVR
500256,SVR
500257,SVR
500258,SVR
500259,SVR
500260,SVR
500261,SVR
500262,SVR
500263,SVR
500264,SVR
500265,SVR
500266,SVR
500267,SVR
500268,SVR
500269,SVR
500270,SVR
500271,SVR
500272,SVR
500273,SVR
500274,SVR
500275,SVR
500276,SVR
500277,SVR
500278,SVR
500279,SVR
500280,SVR
500281,SVR
500282,SVR
500283,SVR
500284,SVR
500285,SVR
500286,SVR
500287,SVR
500288,SVR
500289,SVR
500290,SVR
500291,SVR
500292,SVR
500293,SVR
500294,SVR
500295,SVR
500296,SVR
500297,SVR
500298,SVR
500299,SVR
500300,SVR
500301,SVR
500302,SVR
500303,SVR
500304,SVR
500305,SVR
500306,SVR
500307,SVR
500308,SVR
500309,SVR
500310,SVR
500311,SVR
500312,SVR
500313,SVR
500314,SVR
500315,SVR
500316,SVR
500317,SVR
500318,SVR
500319,SVR
500320,SVR
500321,SVR
500322,SVR
500323,SVR
500324,SVR
500325,SVR
500326,SVR
500327,SVR
500328,SVR
500329,SVR
500330,SVR
500331,SVR
500332,SVR
500333,SVR
500334,SVR
500335,SVR
500336,SVR
500337,SVR
500338,SVR
500339,SVR
500340,SVR
500341,SVR
500342,SVR
500343,SVR
500344,SVR
500345,SVR
500346,SVR
500347,SVR
500348,SVR
500349,SVR
500350,SVR
500351,SVR
500352,SVR
500353,SVR
500354,SVR
500355,SVR
500356,SVR
500357,SVR
500358,SVR
500359,SVR
500360,SVR
500361,SVR
500362,SVR
500363,SVR
500364,SVR
500365,SVR
500366,SVR
500367,SVR
500368,SVR
500369,SVR
500370,SVR
500371,SVR
500372,SVR
500373,SVR
500374,SVR
500375,SVR
500376,SVR
500377,SVR
500378,SVR
500379,SVR
500380,SVR
500381,SVR
500382,SVR
500383,SVR
500384,SVR
500385,SVR
500386,SVR
500387,SVR
500388,SVR
500389,SVR
500390,SVR
500391,SVR
500392,SVR
500393,SVR
500394,SVR
500395,SVR
500396,SVR
500397,SVR
500398,SVR
500399,SVR
500400,SVR
500401,SVR
500402,SVR
500403,SVR
500404,SVR
500405,SVR
500406,SVR
500407,SVR
500408,SVR
500409,SVR
500410,SVR
500411,SVR
500412,SVR
500413,SVR
500414,SVR
500415,SVR
500416,SVR
500417,SVR
500418,SVR
500419,SVR
500420,SVR
500421,SVR
500422,SVR
500423,SVR
500424,SVR
500425,SVR
500426,SVR
500427,SVR
500428,SVR
500429,SVR
500430,SVR
500431,SVR
500432,SVR
500433,SVR
500434,SVR
500435,SVR
500436,SVR
500437,SVR
500438,SVR
500439,SVR
500440,SVR
500441,SVR
500442,SVR
500443,SVR
500444,SVR
500445,SVR
500446,SVR
500447,SVR
500448,SVR
500449,SVR
500450,SVR
500451,SVR
500452,SVR
500453,SVR
500454,SVR
500455,SVR
500456,SVR
500457,SVR
500458,SVR
500459,SVR
500460,SVR
500461,SVR
500462,SVR
500463,SVR
500464,SVR
500465,SVR
500466,SVR
500467,SVR
500468,SVR
500469,SVR
500470,SVR
500471,SVR
500472,SVR
500473,SVR
500474,SVR
500475,SVR
500476,SVR
500477,SVR
500478,SVR
500479,SVR
500480,SVR
500481,SVR
500482,SVR
500483,SVR
500484,SVR
500485,SVR
500486,SVR
500487,SVR
500488,SVR
500489,SVR
500490,SVR
500491,SVR
500492,SVR
500493,SVR
500494,SVR
500495,SVR
500496,SVR
500497,SVR
500498,SVR
500499,SVR
500500,SVR
500501,SVR
500502,SVR
500503,SVR
500504,SVR
500505,SVR
500506,SVR
500507,SVR
500508,SVR
500509,SVR
500510,SVR
500511,SVR
500512,SVR
500513,SVR
500514,SVR
500515,SVR
500516,SVR
500517,SVR
500518,SVR
500519,SVR
500520,SVR
500521,SVR
500522,SVR
500523,SVR
500524,SVR
500525,SVR
500526,SVR
500527,SVR
500528,SVR
500529,SVR
500530,SVR
500531,SVR
500532,SVR
500533,SVR
500534,SVR
500535,SVR
500536,SVR
500537,SVR
500538,SVR
500539,SVR
500540,SVR
500541,SVR
500542,SVR
500543,SVR
500544,SVR
500545,SVR
500546,SVR
500547,SVR
500548,SVR
500549,SVR
500550,SVR
500551,SVR
500552,SVR
500553,SVR
500554,SVR
500555,SVR
500556,SVR
500557,SVR
500558,SVR
500559,SVR
500560,SVR
500561,SVR
500562,SVR
500563,SVR
500564,SVR
500565,SVR
500566,SVR
500567,SVR
500568,SVR
500569,SVR
500570,SVR
500571,SVR
500572,SVR
500573,SVR
500574,SVR
500575,SVR
500576,SVR
500577,SVR
500578,SVR
500579,SVR
500580,SVR
500581,SVR
500582,SVR
500583,SVR
500584,SVR
500585,SVR
500586,SVR
500587,SVR
500588,SVR
500589,SVR
500590,SVR
500591,SVR
500592,SVR
500593,SVR
500594,SVR
500595,SVR
500596,SVR
500597,SVR
500598,SVR
500599,SVR
500600,SVR
500601,SVR
500602,SVR
500603,SVR
500604,SVR
500605,SVR
500606,SVR
500607,SVR
500608,SVR
500609,SVR
500610,SVR
500611,SVR
500612,SVR
500613,SVR
500614,SVR
500615,SVR
500616,SVR
500617,SVR
500618,SVR
500619,SVR
500620,SVR
500621,SVR
500622,SVR
500623,SVR
500624,SVR
500625,SVR
500626,SVR
500627,SVR
500628,SVR
500629,SVR
500630,SVR
500631,SVR
500632,SVR
500633,SVR
500634,SVR
500635,SVR
500636,SVR
500637,SVR
500638,SVR
500639,SVR
500640,SVR
500641,SVR
500642,SVR
500643,SVR
500644,SVR
500645,SVR
500646,SVR
500647,SVR
500648,SVR
500649,SVR
500650,SVR
500651,SVR
500652,SVR
500653,SVR
500654,SVR
500655,SVR
500656,SVR
500657,SVR
500658,SVR
500659,SVR
500660,SVR
500661,SVR
500662,SVR
500663,SVR
500664,SVR
500665,SVR
500666,SVR
500667,SVR
500668,SVR
500669,SVR
500670,SVR
500671,SVR
500672,SVR
500673,SVR
500674,SVR
500675,SVR
500676,SVR
500677,SVR
500678,SVR
500679,SVR
500680,SVR
500681,SVR
500682,SVR
500683,SVR
500684,SVR
500685,SVR
500686,SVR
500687,SVR
500688,SVR
500689,SVR
500690,SVR
500691,SVR
500692,SVR
500693,SVR
500694,SVR
500695,SVR
500696,SVR
500697,SVR
500698,SVR
500699,SVR
500700,SVR
500701,SVR
500702,SVR
500703,SVR
500704,SVR
500705,SVR
500706,SVR
500707,SVR
500708,SVR
500709,SVR
500710,SVR
500711,SVR
500712,SVR
500713,SVR
500714,SVR
500715,SVR
500716,SVR
500717,SVR
500718,SVR
500719,SVR
500720,SVR
500721,SVR
500722,SVR
500723,SVR
500724,SVR
500725,SVR
500726,SVR
500727,SVR
500728,SVR
500729,SVR
500730,SVR
500731,SVR
500732,SVR
500733,SVR
500734,SVR
500735,SVR
500736,SVR
500737,SVR
500738,SVR
500739,SVR
500740,SVR
500741,SVR
500742,SVR
500743,SVR
500744,SVR
500745,SVR
500746,SVR
500747,SVR
500748,SVR
500749,SVR
500750,SVR
500751,SVR
500752,SVR
500753,SVR
500754,SVR
500755,SVR
500756,SVR
500757,SVR
500758,SVR
500759,SVR
500760,SVR
500761,SVR
500762,SVR
500763,SVR
500764,SVR
500765,SVR
500766,SVR
500767,SVR
500768,SVR
500769,SVR
500770,SVR
500771,SVR
500772,SVR
500773,SVR
500774,SVR
500775,SVR
500776,SVR
500777,SVR
500778,SVR
500779,SVR
500780,SVR
500781,SVR
500782,SVR
500783,SVR
500784,SVR
500785,SVR
500786,SVR
500787,SVR
500788,SVR
500789,SVR
500790,SVR
500791,SVR
500792,SVR
500793,SVR
500794,SVR
500795,SVR
500796,SVR
500797,SVR
500798,SVR
500799,SVR
500800,SVR
500801,SVR
500802,SVR
500803,SVR
500804,SVR
500805,SVR
500806,SVR
500807,SVR
500808,SVR
500809,SVR
500810,SVR
500811,SVR
500812,SVR
500813,SVR
500814,SVR
500815,SVR
500816,SVR
500817,SVR
500818,SVR
500819,SVR
500820,SVR
500821,SVR
500822,SVR
500823,SVR
500824,SVR
500825,SVR
500826,SVR
500827,SVR
500828,SVR
500829,SVR
500830,SVR
500831,SVR
500832,SVR
500833,SVR
500834,SVR
500835,SVR
500836,SVR
500837,SVR
500838,SVR
500839,SVR
500840,SVR
500841,SVR
500842,SVR
500843,SVR
500844,SVR
500845,SVR
500846,SVR
500847,SVR
500848,SVR
500849,SVR
500850,SVR
500851,SVR
500852,SVR
500853,SVR
500854,SVR
500855,SVR
500856,SVR
500857,SVR
500858,SVR
500859,SVR
500860,SVR
500861,SVR
500862,SVR
500863,SVR
500864,SVR
500865,SVR
500866,SVR
500867,SVR
500868,SVR
500869,SVR
500870,SVR
500871,SVR
500872,SVR
500873,SVR
500874,SVR
500875,SVR
500876,SVR
500877,SVR
500878,SVR
500879,SVR
500880,SVR
500881,SVR
500882,SVR
500883,SVR
500884,SVR
500885,SVR
500886,SVR
500887,SVR
500888,SVR
500889,SVR
500890,SVR
500891,SVR
500892,SVR
500893,SVR
500894,SVR
500895,SVR
500896,SVR
500897,SVR
500898,SVR
500899,SVR
500900,SVR
500901,SVR
500902,SVR
500903,SVR
500904,SVR
500905,SVR
500906,SVR
500907,SVR
500908,SVR
500909,SVR
500910,SVR
500911,SVR
500912,SVR
500913,SVR
500914,SVR
500915,SVR
500916,SVR
500917,SVR
500918,SVR
500919,SVR
500920,SVR
500921,SVR
500922,SVR
500923,SVR
500924,SVR
500925,SVR
500926,SVR
500927,SVR
500928,SVR
500929,SVR
500930,SVR
500931,SVR
500932,SVR
500933,SVR
500934,SVR
500935,SVR
500936,SVR
500937,SVR
500938,SVR
500939,SVR
500940,SVR
500941,SVR
500942,SVR
500943,SVR
500944,SVR
500945,SVR
500946,SVR
500947,SVR
500948,SVR
500949,SVR
500950,SVR
500951,SVR
500952,SVR
500953,SVR
500954,SVR
500955,SVR
500956,SVR
500957,SVR
500958,SVR
500959,SVR
500960,SVR
500961,SVR
500962,SVR
500963,SVR
500964,SVR
500965,SVR
500966,SVR
500967,SVR
500968,SVR
500969,SVR
500970,SVR
500971,SVR
500972,SVR
500973,SVR
500974,SVR
500975,SVR
500976,SVR
500977,SVR
500978,SVR
500979,SVR
500980,SVR
500981,SVR
500982,SVR
500983,SVR
500984,SVR
500985,SVR
500986,SVR
500987,SVR
500988,SVR
500989,SVR
500990,SVR
500991,SVR
500992,SVR
500993,SVR
500994,SVR
500995,SVR
500996,SVR
500997,SVR
500998,SVR
500999,SVR
501000,SVR
501001,SVR
501002,SVR
501003,SVR
501004,SVR
