assetId,assetTypeCode
1500001,SVR
1500002,SVR
1500003,SVR
1500004,SVR
1500005,SVR
1500006,SVR
1500007,SVR
1500008,SVR
1500009,SVR
1500010,SVR
1500011,SVR
1500012,SVR
1500013,SVR
1500014,SVR
1500015,SVR
1500016,SVR
1500017,SVR
1500018,SVR
1500019,SVR
1500020,SVR
1500021,SVR
1500022,SVR
1500023,SVR
1500024,SVR
1500025,SVR
1500026,SVR
1500027,SVR
1500028,SVR
1500029,SVR
1500030,SVR
1500031,SVR
1500032,SVR
1500033,SVR
1500034,SVR
1500035,SVR
1500036,SVR
1500037,SVR
1500038,SVR
1500039,SVR
1500040,SVR
1500041,SVR
1500042,SVR
1500043,SVR
1500044,SVR
1500045,SVR
1500046,SVR
1500047,SVR
1500048,SVR
1500049,SVR
1500050,SVR
1500051,SVR
1500052,SVR
1500053,SVR
1500054,SVR
1500055,SVR
1500056,SVR
1500057,SVR
1500058,SVR
1500059,SVR
1500060,SVR
1500061,SVR
1500062,SVR
1500063,SVR
1500064,SVR
1500065,SVR
1500066,SVR
1500067,SVR
1500068,SVR
1500069,SVR
1500070,SVR
1500071,SVR
1500072,SVR
1500073,SVR
1500074,SVR
1500075,SVR
1500076,SVR
1500077,SVR
1500078,SVR
1500079,SVR
1500080,SVR
1500081,SVR
1500082,SVR
1500083,SVR
1500084,SVR
1500085,SVR
1500086,SVR
1500087,SVR
1500088,SVR
1500089,SVR
1500090,SVR
1500091,SVR
1500092,SVR
1500093,SVR
1500094,SVR
1500095,SVR
1500096,SVR
1500097,SVR
1500098,SVR
1500099,SVR
1500100,SVR
1500101,SVR
1500102,SVR
1500103,SVR
1500104,SVR
1500105,SVR
1500106,SVR
1500107,SVR
1500108,SVR
1500109,SVR
1500110,SVR
1500111,SVR
1500112,SVR
1500113,SVR
1500114,SVR
1500115,SVR
1500116,SVR
1500117,SVR
1500118,SVR
1500119,SVR
1500120,SVR
1500121,SVR
1500122,SVR
1500123,SVR
1500124,SVR
1500125,SVR
1500126,SVR
1500127,SVR
1500128,SVR
1500129,SVR
1500130,SVR
1500131,SVR
1500132,SVR
1500133,SVR
1500134,SVR
1500135,SVR
1500136,SVR
1500137,SVR
1500138,SVR
1500139,SVR
1500140,SVR
1500141,SVR
1500142,SVR
1500143,SVR
1500144,SVR
1500145,SVR
1500146,SVR
1500147,SVR
1500148,SVR
1500149,SVR
1500150,SVR
1500151,SVR
1500152,SVR
1500153,SVR
1500154,SVR
1500155,SVR
1500156,SVR
1500157,SVR
1500158,SVR
1500159,SVR
1500160,SVR
1500161,SVR
1500162,SVR
1500163,SVR
1500164,SVR
1500165,SVR
1500166,SVR
1500167,SVR
1500168,SVR
1500169,SVR
1500170,SVR
1500171,SVR
1500172,SVR
1500173,SVR
1500174,SVR
1500175,SVR
1500176,SVR
1500177,SVR
1500178,SVR
1500179,SVR
1500180,SVR
1500181,SVR
1500182,SVR
1500183,SVR
1500184,SVR
1500185,SVR
1500186,SVR
1500187,SVR
1500188,SVR
1500189,SVR
1500190,SVR
1500191,SVR
1500192,SVR
1500193,SVR
1500194,SVR
1500195,SVR
1500196,SVR
1500197,SVR
1500198,SVR
1500199,SVR
1500200,SVR
1500201,SVR
1500202,SVR
1500203,SVR
1500204,SVR
1500205,SVR
1500206,SVR
1500207,SVR
1500208,SVR
1500209,SVR
1500210,SVR
1500211,SVR
1500212,SVR
1500213,SVR
1500214,SVR
1500215,SVR
1500216,SVR
1500217,SVR
1500218,SVR
1500219,SVR
1500220,SVR
1500221,SVR
1500222,SVR
1500223,SVR
1500224,SVR
1500225,SVR
1500226,SVR
1500227,SVR
1500228,SVR
1500229,SVR
1500230,SVR
1500231,SVR
1500232,SVR
1500233,SVR
1500234,SVR
1500235,SVR
1500236,SVR
1500237,SVR
1500238,SVR
1500239,SVR
1500240,SVR
1500241,SVR
1500242,SVR
1500243,SVR
1500244,SVR
1500245,SVR
1500246,SVR
1500247,SVR
1500248,SVR
1500249,SVR
1500250,SVR
1500251,SVR
1500252,SVR
1500253,SVR
1500254,SVR
1500255,SVR
1500256,SVR
1500257,SVR
1500258,SVR
1500259,SVR
1500260,SVR
1500261,SVR
1500262,SVR
1500263,SVR
1500264,SVR
1500265,SVR
1500266,SVR
1500267,SVR
1500268,SVR
1500269,SVR
1500270,SVR
1500271,SVR
1500272,SVR
1500273,SVR
1500274,SVR
1500275,SVR
1500276,SVR
1500277,SVR
1500278,SVR
1500279,SVR
1500280,SVR
1500281,SVR
1500282,SVR
1500283,SVR
1500284,SVR
1500285,SVR
1500286,SVR
1500287,SVR
1500288,SVR
1500289,SVR
1500290,SVR
1500291,SVR
1500292,SVR
1500293,SVR
1500294,SVR
1500295,SVR
1500296,SVR
1500297,SVR
1500298,SVR
1500299,SVR
1500300,SVR
1500301,SVR
1500302,SVR
1500303,SVR
1500304,SVR
1500305,SVR
1500306,SVR
1500307,SVR
1500308,SVR
1500309,SVR
1500310,SVR
1500311,SVR
1500312,SVR
1500313,SVR
1500314,SVR
1500315,SVR
1500316,SVR
1500317,SVR
1500318,SVR
1500319,SVR
1500320,SVR
1500321,SVR
1500322,SVR
1500323,SVR
1500324,SVR
1500325,SVR
1500326,SVR
1500327,SVR
1500328,SVR
1500329,SVR
1500330,SVR
1500331,SVR
1500332,SVR
1500333,SVR
1500334,SVR
1500335,SVR
1500336,SVR
1500337,SVR
1500338,SVR
1500339,SVR
1500340,SVR
1500341,SVR
1500342,SVR
1500343,SVR
1500344,SVR
1500345,SVR
