assetId,assetTypeCode
1000001,SVR
1000002,SVR
1000003,SVR
1000004,SVR
1000005,SVR
1000006,SVR
1000007,SVR
1000008,SVR
1000009,SVR
1000010,SVR
1000011,SVR
1000012,SVR
1000013,SVR
1000014,SVR
1000015,SVR
1000016,SVR
1000017,SVR
1000018,SVR
1000019,SVR
1000020,SVR
1000021,SVR
1000022,SVR
1000023,SVR
1000024,SVR
1000025,SVR
1000026,SVR
1000027,SVR
1000028,SVR
1000029,SVR
1000030,SVR
1000031,SVR
1000032,SVR
1000033,SVR
1000034,SVR
1000035,SVR
1000036,SVR
1000037,SVR
1000038,SVR
1000039,SVR
1000040,SVR
1000041,SVR
1000042,SVR
1000043,SVR
1000044,SVR
1000045,SVR
1000046,SVR
1000047,SVR
1000048,SVR
1000049,SVR
1000050,SVR
1000051,SVR
1000052,SVR
1000053,SVR
1000054,SVR
1000055,SVR
1000056,SVR
1000057,SVR
1000058,SVR
1000059,SVR
1000060,SVR
1000061,SVR
1000062,SVR
1000063,SVR
1000064,SVR
1000065,SVR
1000066,SVR
1000067,SVR
1000068,SVR
1000069,SVR
1000070,SVR
1000071,SVR
1000072,SVR
1000073,SVR
1000074,SVR
1000075,SVR
1000076,SVR
1000077,SVR
1000078,SVR
1000079,SVR
1000080,SVR
1000081,SVR
1000082,SVR
1000083,SVR
1000084,SVR
1000085,SVR
1000086,SVR
1000087,SVR
1000088,SVR
1000089,SVR
1000090,SVR
1000091,SVR
1000092,SVR
1000093,SVR
1000094,SVR
1000095,SVR
1000096,SVR
1000097,SVR
1000098,SVR
1000099,SVR
1000100,SVR
1000101,SVR
1000102,SVR
1000103,SVR
1000104,SVR
1000105,SVR
1000106,SVR
1000107,SVR
1000108,SVR
1000109,SVR
1000110,SVR
1000111,SVR
1000112,SVR
1000113,SVR
1000114,SVR
1000115,SVR
1000116,SVR
1000117,SVR
1000118,SVR
1000119,SVR
1000120,SVR
1000121,SVR
1000122,SVR
1000123,SVR
1000124,SVR
1000125,SVR
1000126,SVR
1000127,SVR
1000128,SVR
1000129,SVR
1000130,SVR
1000131,SVR
1000132,SVR
1000133,SVR
1000134,SVR
1000135,SVR
1000136,SVR
1000137,SVR
1000138,SVR
1000139,SVR
1000140,SVR
1000141,SVR
1000142,SVR
1000143,SVR
1000144,SVR
1000145,SVR
1000146,SVR
1000147,SVR
1000148,SVR
1000149,SVR
1000150,SVR
1000151,SVR
1000152,SVR
1000153,SVR
1000154,SVR
1000155,SVR
1000156,SVR
1000157,SVR
1000158,SVR
1000159,SVR
1000160,SVR
1000161,SVR
1000162,SVR
1000163,SVR
1000164,SVR
1000165,SVR
1000166,SVR
1000167,SVR
1000168,SVR
1000169,SVR
1000170,SVR
1000171,SVR
1000172,SVR
1000173,SVR
1000174,SVR
1000175,SVR
1000176,SVR
1000177,SVR
1000178,SVR
1000179,SVR
1000180,SVR
1000181,SVR
1000182,SVR
1000183,SVR
1000184,SVR
1000185,SVR
1000186,SVR
1000187,SVR
1000188,SVR
1000189,SVR
1000190,SVR
1000191,SVR
1000192,SVR
1000193,SVR
1000194,SVR
1000195,SVR
1000196,SVR
1000197,SVR
1000198,SVR
1000199,SVR
1000200,SVR
1000201,SVR
1000202,SVR
1000203,SVR
1000204,SVR
1000205,SVR
1000206,SVR
1000207,SVR
1000208,SVR
1000209,SVR
1000210,SVR
1000211,SVR
1000212,SVR
1000213,SVR
1000214,SVR
1000215,SVR
1000216,SVR
1000217,SVR
1000218,SVR
1000219,SVR
1000220,SVR
1000221,SVR
1000222,SVR
1000223,SVR
1000224,SVR
